1606905390384264087:1,1,10665-1,20,21378,22223,34120,12995,12039,35247,30070,9360,25920,5152,26500,32077,20653,19592,10942,23766,4691,15797,27044,30497-1,20,5644,36104,685,26396,21822,647,20924,39951,2744,11535,9352,4973,27417,17285,10722,2495,12525,39227,22080,31095
1606905390384485574:1,1,28252-1,20,849,33665,25270,36945,34688,27836,13771,37578,20503,33480,31574,14568,7185,30727,34091,34727,30532,40261,24794,38229-1,20,4133,5615,25245,10551,26702,10587,12449,22424,36384,20092,36421,446,20557,35838,16925,799,5256,35750,27477,39047
1606905390385061670:1,1,39055-1,20,26838,33044,22791,12845,24646,15190,870,663,15214,2328,15784,19801,33743,36111,3718,36954,6346,4830,16884,36475-1,20,35516,4456,17261,7586,33588,31469,23181,6530,22004,25400,19283,4564,35901,33200,12680,26783,8516,12961,35472,39705
1606905390385513476:1,1,23464-1,20,32985,143,11124,10383,8906,22083,1190,7584,2542,25686,3062,33116,32307,9415,37240,14910,12325,20923,27588,11441-1,20,30829,9337,7087,12053,21083,6175,17543,8356,39475,29823,10146,11373,4023,23688,22446,14561,1289,1907,36581,20484
1606905391385717104:1,1,3857-1,20,689,5716,28686,20035,22339,11569,3149,6173,17344,37252,9283,21583,28933,16785,38573,35534,15935,8941,27136,13293-1,20,3987,9573,5082,26822,3726,24774,22037,14542,36946,892,15639,38759,23794,6006,24684,5060,10071,36680,39829,13351
1606905391386200847:1,1,21412-1,20,6511,29676,24353,27896,5031,5507,27884,20031,28972,36305,14258,23040,8174,26522,9075,30385,7141,15137,35777,35385-1,20,37421,9582,9095,2685,27719,38585,12006,38374,25450,17537,16892,27860,9237,37087,10634,21298,30506,16896,18028,33875
1606905391386712264:1,1,30980-1,20,15300,24651,20401,13048,8546,10629,2300,39575,8523,7092,10785,16271,15113,39546,36944,18345,32899,38544,20102,25657-1,20,14742,4217,1539,19325,5773,17756,35772,21161,9471,38131,32485,37500,14793,12245,8243,26105,15459,16458,206,17552
1606905391387173048:1,1,34099-1,20,11831,36670,18497,38242,19239,16632,2992,21959,32873,29072,19501,1867,24057,11778,284,19171,32390,33712,24427,5311-1,20,18086,30115,3299,16137,36669,32115,36662,23904,28642,12579,37086,23016,29170,26050,27866,11885,12373,27757,5769,26653
1606905391387443955:1,1,18577-1,20,11356,5745,7550,6598,36889,16682,35340,22185,32003,5014,8150,18129,33102,21301,28123,30926,17012,37623,3128,21898-1,20,26203,18204,4260,9668,9796,31109,21354,870,34037,18719,39709,21854,38020,36258,22438,6592,2215,9201,17585,7224
1606905391387964628:1,1,7041-1,20,4160,9835,22398,19817,20752,22291,14308,541,19862,33363,19110,24990,13755,26362,33582,27104,1755,596,21593,4405-1,20,28164,25439,31292,13585,13872,29280,9901,26064,6350,37136,36055,819,7973,1604,24400,36256,82,16247,20250,30001
1606905391388415572:1,1,25195-1,20,2250,36138,4264,6000,2316,465,38553,29957,28491,12583,28851,39909,20282,6759,15087,389,35954,24723,4221,6639-1,20,20704,39499,30649,23830,4548,38416,38538,6845,35314,15165,14867,27953,31872,2995,15863,21711,36831,3302,16737,21441
1606905392388843446:1,1,31853-1,20,6101,39416,4728,15048,8160,9019,19622,14057,19326,22847,1124,18394,29119,1723,20927,23621,15745,24192,23123,21423-1,20,21928,38177,27198,38925,18448,15943,17869,31705,6860,15286,4410,23620,38074,21623,36008,9906,5768,9242,36064,3682
1606905392389072920:1,1,30997-1,20,37055,31468,34091,11979,7763,37055,31538,19319,12009,25832,22027,25309,38983,17291,38157,33019,37713,5279,19092,38543-1,20,36145,6146,25645,3363,28511,19135,5721,8111,37388,32226,28422,30383,34713,10413,27236,22408,9927,19262,8746,957
1606905392389268276:1,1,1855-1,20,1739,23423,30540,21328,1939,25791,14191,35224,27286,5682,7678,22733,6796,34289,19735,2990,10431,20787,33441,4992-1,20,35587,27102,14186,6605,26059,22806,24261,35894,11782,1563,26527,38273,977,9397,25527,31988,4478,2067,38954,9418
1606905392389758736:1,1,32558-1,20,32790,33204,27130,22962,8536,38322,37116,16774,22771,18600,14903,24230,12371,6888,28066,19256,18827,28006,22167,3608-1,20,30053,37979,5834,18828,21956,22742,5182,38355,28650,29797,39464,10868,14866,14168,29359,18383,22136,633,18558,1164
1606905392390236564:1,1,31057-1,20,25539,9228,17835,3678,3580,1023,30498,38209,30737,541,29583,27946,38938,38323,8650,38971,24654,1083,1467,15916-1,20,25606,24320,22908,1358,40040,27670,37788,5678,32120,15763,13081,28619,10256,4917,17548,18780,25125,34913,36803,23732
1606905392390704686:1,1,26070-1,20,14455,7355,23687,18516,17548,15981,1314,34780,20282,23468,16364,16442,10741,28372,15321,19516,20924,6939,29160,6114-1,20,4946,6153,21521,19843,27545,29133,40264,28217,38406,10605,11139,34315,36770,1566,12407,9803,31253,39668,20422,9031
1606905392391225012:1,1,4002-1,20,3868,36830,26422,24882,12539,11353,37945,30970,16915,8828,12084,31420,28937,29270,3950,37706,21039,25607,22839,13302-1,20,38569,27406,27811,13025,29579,7212,13483,30726,17888,16651,36775,26190,33571,25603,34189,32283,8056,3208,4023,32995
1606905392391539258:1,1,39088-1,20,21052,18542,13915,20662,25491,36307,7334,32285,13814,22899,11618,8285,17389,30029,34455,20493,24652,15928,38930,19779-1,20,26945,27898,2399,19383,29315,14002,19215,1471,14689,26785,6914,146,26177,12851,12982,28707,1575,32496,18791,1633
1606905393391718339:1,1,244-1,20,38711,16395,13894,20315,26012,29853,29062,18168,28733,12132,17754,17952,7205,30372,15324,27531,6445,6698,11152,9594-1,20,3191,21238,2881,33801,1140,22615,31785,26961,35701,39333,9630,9668,38278,17910,26006,14526,15147,31486,14167,35797
1606905393391905776:1,1,11600-1,20,15186,17970,20261,38348,37033,4856,16043,8193,2411,2517,2432,17377,12292,36193,15284,38863,17922,26864,31564,14981-1,20,8780,13873,19260,9252,21411,34586,28269,1994,20062,36878,16343,20082,19670,16035,6235,21679,8164,31636,38874,23534
1606905393392162810:1,1,5461-1,20,11005,7280,5021,34295,30494,30048,35027,25186,1682,13539,8316,35005,16733,14461,29426,39694,23492,20931,16800,35217-1,20,16863,15176,3025,1063,37771,16392,15644,15673,31374,18044,28315,12262,9192,33553,13626,6174,33010,28287,15947,32346
1606905393392420797:1,1,8899-1,20,5879,5788,37889,8556,8761,29784,26941,35032,29737,5051,23222,6621,23661,36902,8643,12433,37076,39543,27395,25261-1,20,24774,7681,27533,14723,36259,12314,27540,13530,31651,7553,23380,18979,11588,23025,20410,29209,33901,8516,26094,6202
1606905393392965090:1,1,6831-1,20,18700,18514,7856,16046,29867,9441,22625,35968,34385,31961,24308,12979,15098,15836,39524,19224,11792,20001,33772,30511-1,20,4599,31763,16740,3119,13859,34203,34863,36789,2098,5456,20871,12788,4988,38464,14468,10283,16095,5571,11746,37647
1606905393393165251:1,1,449-1,20,4020,40156,23248,12218,25744,22352,26116,3899,38004,11614,12208,19884,16349,34511,35067,7641,8058,20800,26277,9018-1,20,15545,38349,5551,36060,5675,18290,33904,2873,14933,18692,28104,19168,10357,19754,30984,27506,12209,31454,1114,11057
1606905393393396740:1,1,27064-1,20,7550,3360,14869,5051,32854,1933,16823,29786,30649,39374,6977,5403,9095,12974,611,3336,24560,16819,28503,33071-1,20,26988,24356,11369,32379,16335,19507,26269,24305,30949,14449,30749,7468,3543,6995,12771,6358,36269,1887,13884,14203
1606905394393600911:1,1,13733-1,20,13708,26948,4968,19205,17336,1085,17427,37907,34459,37522,24577,15771,3484,8754,7000,18470,35301,32309,32439,5193-1,20,9408,4556,21230,32586,22137,19263,1366,25160,19950,17919,30386,18562,29598,19808,2746,8872,36434,19204,30412,21268
1606905394394020573:1,1,31961-1,20,3662,4584,22896,14384,14349,15886,2204,27228,38754,35214,19614,651,17645,17351,9233,11198,12084,15436,21675,20751-1,20,27496,35906,16714,9159,33575,35859,39578,39996,9901,31364,5616,31855,37275,37473,8848,8954,11521,20745,22963,24599
1606905394394519217:1,1,13777-1,20,25220,9416,9469,24875,34602,4429,16170,9781,23150,17718,39316,38744,34741,11046,3748,37552,19162,24716,15370,9093-1,20,38595,6658,29903,7854,35632,763,4948,8198,32749,2635,37674,34158,39765,21143,17487,39702,24714,8548,11728,31947
1606905394394732857:1,1,11693-1,20,23461,36146,32953,8116,15100,27112,26558,2466,28946,40304,25067,30741,25175,35357,1256,13865,32076,29425,8372,6355-1,20,36012,24649,26905,6385,35854,37347,282,39669,18790,34665,9761,472,4485,31994,14344,16864,20792,26182,34513,16532
1606905394395038312:1,1,25801-1,20,27416,36373,14493,23445,5262,8539,39539,37576,29800,35413,21599,7777,19134,14163,39039,10204,27607,11433,12472,16898-1,20,40324,22254,20486,11562,22791,19787,27262,28377,34845,38357,31518,3853,30486,20494,34486,20287,10168,32896,12707,9682
1606905394395565516:1,1,28801-1,20,34148,29739,11334,7882,38149,10583,4411,2368,5782,28026,4110,13864,23157,33255,24607,19011,22440,5177,35721,15061-1,20,11372,95,11675,35081,37624,18140,38981,26700,38251,8220,12952,386,2148,14207,39127,18809,37339,20002,15473,32625
1606905394395760084:1,1,4474-1,20,1594,5475,8429,27522,12970,30286,16478,8371,7512,31440,33954,29055,5164,14027,23126,25823,35473,23169,31496,28502-1,20,22964,1479,26297,6167,12520,31625,31127,10837,1472,28015,19630,12858,19440,1405,37188,19427,22117,32041,37187,10405
1606905394395984925:1,1,22082-1,20,10202,36688,36392,19950,24097,36767,17301,13088,13359,9961,32373,1917,33702,22701,10210,31531,29968,36909,5660,708-1,20,13043,32883,27649,26939,23026,21014,27758,38401,12814,6157,27953,7170,38023,7083,37202,5468,1180,19466,27717,35770
1606905395396527942:1,1,1008-1,20,24626,9483,22371,15665,5634,14039,26711,28743,36932,19640,24954,26671,233,38314,24046,14127,9350,19308,21966,20328-1,20,27952,12479,2601,14632,19580,30099,9735,34471,15271,12638,13044,18182,14815,23170,35028,9424,27493,19055,39242,8234
1606905395397050560:1,1,25101-1,20,39068,12738,30763,28350,15643,16911,3917,10005,16029,12370,17996,39643,38185,26906,14513,14307,36248,39812,631,26345-1,20,17127,1518,38499,11249,5049,21844,4411,22456,30463,25464,19110,17915,23235,33896,2153,13035,16519,28714,11883,28078
1606905395397280982:1,1,24160-1,20,24097,11813,32267,13254,32319,2055,22850,6823,30124,27250,19285,21681,16800,6119,4962,16492,18266,18642,19443,38488-1,20,3452,645,25320,3455,26216,16494,3156,30227,33919,2532,2369,23540,29859,19503,21478,40306,32145,5668,27122,6260
1606905395397847909:1,1,33619-1,20,35559,491,1857,9414,32933,14972,13547,20930,12417,20703,10822,35705,35035,9079,21550,15137,24049,208,7105,9105-1,20,19822,36533,35307,30780,34506,16441,27155,12439,21186,14399,17211,32889,9444,15340,39770,22640,26167,31129,39985,37768
1606905395398020340:1,1,29189-1,20,19292,889,14245,29946,23855,35106,11059,30002,1739,38602,13022,23486,22746,7951,4325,37363,13405,1467,1183,30023-1,20,3503,29519,2089,2543,20834,9754,16038,29967,3450,5542,32614,21324,10969,39108,2227,3628,19484,1026,3214,38304
1606905395398263979:1,1,11372-1,20,26549,33544,30247,9634,5698,38087,18335,21039,6459,3942,32211,15309,5866,957,3351,36166,2086,13076,33375,18878-1,20,36797,3326,29665,35044,30709,8210,9823,12308,30898,34921,12205,28133,17343,27088,16745,31005,28349,34442,30258,37635
1606905395398469539:1,1,14075-1,20,26984,17156,21804,30963,38825,18925,18584,35291,15695,32703,16004,20595,17760,37506,10125,5534,3412,28399,3596,11136-1,20,6603,28500,19837,2305,11848,23972,10176,5167,13995,39616,30212,20651,7965,38733,13596,19961,9009,24900,31195,4921
1606905395398799844:1,1,13751-1,20,39760,96,31201,22122,8091,17779,3083,35135,124,36477,3307,30671,22588,14421,10631,23931,8054,9517,18344,19506-1,20,18203,14910,23080,8396,9736,2225,28394,36616,37502,8708,4405,13431,2651,944,8322,14620,20059,7221,13389,22392
1606905396399035245:1,1,21522-1,20,39406,27444,22066,23013,17340,20222,26266,2667,8434,37762,19022,40035,3968,8311,9719,38157,5244,37926,18911,39528-1,20,30485,26488,18035,32904,17867,4081,17645,9896,9141,16853,31971,39670,14867,2763,36260,37255,5036,38147,15947,33209
1606905396399587001:1,1,24325-1,20,17991,19587,7885,26964,38305,28781,26919,39266,37349,4113,19163,13327,31840,1535,30946,81,24905,1995,5495,27613-1,20,39086,27544,4539,23383,28177,15437,23664,29962,18205,31436,34213,6753,34612,36753,18796,32574,15332,31099,11010,10558
1606905396399784570:1,1,37331-1,20,38751,32199,29811,18763,20253,19066,18113,16217,39743,26653,11873,18859,34191,30568,23087,452,26400,27716,82,18596-1,20,4035,33928,38822,20441,20254,34954,16837,37989,4129,24581,19490,10262,35267,39882,4155,4354,19779,32687,20754,37011
1606905396400023583:1,1,20565-1,20,79,28547,32537,16033,12279,4416,11376,8957,39387,21030,14652,24480,16488,35656,22667,20570,11392,13050,5090,37587-1,20,18375,26375,16462,35432,32169,38177,20804,11834,31155,28779,30105,33879,29155,5110,15002,11921,32209,4627,18032,34796
1606905396400364857:1,1,11450-1,20,32640,39211,10789,11796,27877,24454,15893,15015,32644,29392,495,859,36795,3331,36659,7188,17333,38633,4406,3418-1,20,22685,12118,19179,16629,34100,22420,32316,1515,35604,32323,21149,35608,19998,4410,7580,28178,5566,17768,27585,829
1606905396400677308:1,1,919-1,20,20437,28099,38489,36180,28121,34607,10261,17780,6228,7511,13091,2347,35996,4098,38031,22206,15753,4385,25792,26217-1,20,2485,15779,26937,10244,10566,21529,6634,10925,15849,30058,20715,25788,11890,9498,18947,27972,32003,27589,2357,26887
1606905396400874528:1,1,3254-1,20,17869,28262,7333,5942,9735,5078,801,25682,38108,26161,30243,32142,16308,25917,34928,18360,7150,6146,23395,5247-1,20,9098,11210,4925,28412,30739,23642,39281,3578,11027,30020,1815,10413,15991,39610,12023,1481,32424,23527,28939,17876
1606905396401387106:1,1,1343-1,20,29,37015,1193,39127,28226,11456,35825,30344,36861,11023,27130,38400,16872,38866,33327,5886,30745,9995,14422,30483-1,20,39234,26442,19839,31756,62,18166,11978,35535,39829,34424,39564,9918,18643,21677,37016,3188,25367,24064,37639,20716
1606905396401659720:1,1,32692-1,20,29146,10659,6790,34123,16873,21334,24317,40070,2874,38003,19348,12393,33724,38622,23283,6661,20003,25179,6665,34702-1,20,34815,17202,14722,26178,9901,9421,16593,17184,32245,8278,22843,3099,6700,15192,12912,12305,35922,38298,31513,35263
1606905397401857314:1,1,25718-1,20,28602,19576,3411,14954,7566,17558,13875,24508,18338,4338,14663,28897,26729,39938,28258,18324,19590,25091,13747,1103-1,20,31359,19236,10682,27428,17511,22385,21213,1826,29757,31514,9361,6332,25432,1919,21136,29419,10628,3607,27291,18034
1606905397402368796:1,1,23418-1,20,24905,10774,36522,15324,9596,40255,4157,27156,38333,24010,4383,24733,35212,10557,19664,30449,30225,25097,12057,14173-1,20,27227,18334,14277,18340,7868,2241,3252,6665,36303,36450,6516,34516,8147,733,28465,3949,11832,9169,14341,37208
1606905397402604477:1,1,13170-1,20,38997,27402,12349,26802,1675,23101,21295,10707,24054,35399,6321,18294,7054,12637,1746,10255,33588,9380,5969,37845-1,20,28690,1180,16432,12337,5801,10650,33278,25197,23556,1892,9404,22398,21751,34235,4044,9877,17494,22462,15402,23999
1606905397402902396:1,1,5172-1,20,23369,38915,31214,15522,3959,38893,23094,19734,34993,37036,31583,27231,27371,10301,27519,18170,11722,5961,6991,35902-1,20,2727,7893,34288,1751,14343,34759,21704,36345,36868,20696,27138,21588,17056,6684,28074,4480,12114,4586,15534,32805
1606905397403115200:1,1,15765-1,20,34028,10503,29137,14277,21808,2662,2932,3311,22699,10321,15822,35118,26476,17581,2037,6077,1872,12656,8084,23854-1,20,9889,31740,36914,29097,12156,34593,27518,38963,28149,4898,11905,9584,29131,30916,25794,11124,1396,510,8499,36235
1606905397403336639:1,1,19908-1,20,4857,9242,22538,29450,9817,35303,14897,632,22729,16818,31239,38516,33418,23181,4687,2080,26175,24304,37751,204-1,20,36941,29116,31853,12648,34426,1421,35040,30601,27375,20637,10056,19647,11218,15087,15929,32213,15696,3500,7049,3236
1606905397403503757:1,1,23141-1,20,17650,26382,36087,34057,30692,19148,20579,32333,19983,7864,35189,3652,10528,26896,32112,20325,4950,29356,15556,37615-1,20,11801,16134,38855,2933,6584,28355,14194,35545,17540,20829,10998,4075,17727,27177,21557,26011,34538,21200,12300,6923
1606905397403690515:1,1,2915-1,20,8638,39771,37018,2607,34697,8833,35468,3713,28100,15084,10695,2891,37790,786,7026,40269,3701,6256,34446,4244-1,20,15948,28877,15464,20381,33525,14905,35072,29463,18387,37211,20855,23154,7092,14730,34331,21621,25329,34466,5752,3519
1606905398403933039:1,1,36841-1,20,21597,31246,36807,8585,31078,39000,27944,7282,11287,18203,16193,39998,28539,31790,8655,35684,8755,39619,23854,20156-1,20,13893,12885,14819,12135,1709,19969,8551,35261,32577,3511,29894,36834,38366,18642,9127,1519,27049,19214,19206,1509
1606905398404158257:1,1,10274-1,20,18553,28221,29814,14362,21476,1559,40153,35419,25238,21365,9543,4243,24128,10944,34493,16217,10080,20084,18596,7495-1,20,20881,11981,5916,1304,20022,20397,22089,11027,12525,35046,7053,32775,15067,6026,23976,31104,8841,8080,7454,30199
1606905398404410328:1,1,26251-1,20,37449,34639,2826,25926,12969,410,40090,28609,40107,908,27426,29897,21664,4078,9468,25481,19889,15563,13637,38805-1,20,32060,15560,14490,18166,23559,13335,38655,3372,12326,27827,39347,23328,16675,4354,27348,20254,29310,36467,14349,19849
1606905398404936905:1,1,23176-1,20,23487,4004,4617,33349,33785,982,8890,5391,26206,28597,15643,7810,144,13971,28559,24665,39941,23019,1765,7563-1,20,20698,6618,1595,24228,15832,39992,7560,38928,22688,22187,13202,30576,8130,1071,7821,12939,14357,16604,31086,25158
1606905398405470013:1,1,6670-1,20,29703,426,12164,18939,26700,22019,36359,28960,8633,25625,12895,24282,36271,11632,584,29812,38498,24207,13893,7264-1,20,14311,3435,1831,36406,23686,28980,37739,24043,33373,26065,17587,26455,4464,37715,36360,1002,37455,31635,20543,27272
1606905398406004413:1,1,32994-1,20,32025,24172,9448,27468,21667,20950,15974,12667,26549,16828,6877,21696,1656,35150,29100,13039,4965,37475,1438,38296-1,20,8338,23981,34594,24184,36307,6117,21264,20954,12248,34028,36847,8177,38052,5436,13754,24954,1125,17018,17869,15248
1606905398406537948:1,1,27890-1,20,21757,29413,10313,17609,9569,24105,36267,2215,5108,11720,23894,9735,21830,33069,34926,13791,18703,34727,19408,17947-1,20,18843,36931,32271,29482,30274,21055,9892,31812,36308,7465,25742,33187,38980,1412,19820,1130,12352,23558,37807,21020
1606905399407014343:1,1,23902-1,20,18567,36350,11638,30063,14043,39588,12181,37283,14751,32561,20809,33983,31037,13374,35182,19224,29304,18421,21292,12532-1,20,37624,576,6671,23562,28482,37298,19090,7730,12492,27847,8214,21041,32230,8730,17809,11436,13252,39998,11432,6671
1606905399407545447:1,1,15732-1,20,3714,7410,2402,34268,3802,19598,10009,11429,20018,19028,35187,30857,39512,30099,781,18475,14731,23968,17155,19259-1,20,14585,16032,9541,2513,23736,27603,16401,27106,30744,39042,22251,12664,21717,28522,32708,28641,25582,5051,14487,7275
1606905399408013379:1,1,8527-1,20,4829,5504,33579,24930,16054,19170,3538,36210,30702,27405,31445,35390,3866,39544,38413,6625,19457,23230,147,26356-1,20,3333,12996,21264,20429,24207,39452,22827,19277,14173,10703,23676,20199,3036,9390,36155,29425,12039,5320,28468,3107
1606905399408238483:1,1,4090-1,20,363,9455,7348,12564,39343,4635,39654,11840,3322,1827,7361,22428,13118,21360,11531,10183,31961,23021,15288,4357-1,20,26678,24429,14818,15045,24512,29978,1333,15699,14735,9810,987,10597,11861,11527,12403,12342,36407,35268,29359,39224
1606905399408447797:1,1,12380-1,20,40165,22232,35001,19103,32230,38493,9590,12175,36191,36672,22717,31283,3754,1140,33343,38798,2650,27768,3574,2013-1,20,3538,30043,36115,33730,35181,35072,39257,8031,10091,9740,38049,29957,12387,24709,40305,21222,32536,34210,10238,33399
1606905399408699938:1,1,20086-1,20,28018,28347,27774,37426,19958,14781,18360,16027,22679,24938,23760,24244,23532,34451,13722,25445,13349,30691,941,7584-1,20,14033,21536,36712,19419,30708,19771,1626,8593,14852,5975,22402,6508,3678,38266,37137,23072,39010,24459,27470,18339
1606905399408932387:1,1,18605-1,20,36662,22653,29855,26037,14326,27890,27349,31077,20672,32198,30171,11509,29705,37342,39480,37141,34139,15749,3370,2175-1,20,12693,10617,34213,23907,17413,2760,29591,11056,24984,34145,36419,16223,21276,29211,40195,37710,35035,7108,28197,22914
1606905400409146434:1,1,23755-1,20,17422,10867,4524,4192,2882,7594,17279,17579,24778,8412,29596,33169,14107,37611,3293,39090,37321,33738,10502,30848-1,20,6291,39403,23355,10418,20082,23117,21034,15791,21042,38757,19882,19245,20666,20205,6450,24849,3877,420,35285,33497
1606905400409346291:1,1,21328-1,20,25140,34225,11600,718,36604,5275,36482,12309,26137,3974,13101,5155,23191,24508,29238,8819,35858,38626,15149,14440-1,20,12077,12169,24672,2659,39823,23635,20826,11976,12291,40146,19135,26711,19042,7771,10241,1632,33596,36473,20884,9329
1606905400409809819:1,1,33496-1,20,29899,34920,26397,15194,8741,21541,38049,28196,7966,6864,36454,17378,31482,3213,32840,21701,12039,17517,22724,12436-1,20,25324,4509,23891,21341,28313,34737,5595,18280,2285,654,22836,37364,7979,26191,29318,24420,2656,31530,15860,30424
1606905400410054590:1,1,24430-1,20,27654,2363,8758,32548,1087,38756,8398,14367,20112,9316,29708,29261,38219,16978,5936,19218,26319,23878,29219,31501-1,20,26581,12730,5226,39170,2031,13808,20582,18787,13057,15775,20086,19275,25331,29937,1438,8092,19319,4862,29411,28483
1606905400410418139:1,1,19833-1,20,21758,37648,3203,19503,16264,195,32736,38203,3133,11239,23233,30889,28137,99,33375,39261,33529,29078,18875,28849-1,20,732,14603,18347,37605,30279,21027,10617,30976,32223,28499,12186,34941,6541,23929,16018,13557,3843,9220,31117,23383
1606905400410663328:1,1,26763-1,20,10537,31630,39514,16171,39239,20777,36657,27909,11761,12259,27041,17132,14108,34240,25681,15953,22110,15719,21172,10744-1,20,5529,1405,38728,23173,29976,36619,23997,37012,32808,4387,24777,23149,34442,34605,5893,11638,30773,27756,40034,1337
1606905400411003788:1,1,31123-1,20,16739,32279,581,20826,14399,31568,32760,9101,35908,19434,27161,23972,31442,37248,5553,31062,176,21726,34028,23144-1,20,5386,12548,14852,535,27334,5056,36814,39730,25856,8484,36185,15726,32770,28480,29545,26484,32916,2272,21462,20369
1606905400411212135:1,1,31340-1,20,28321,9660,10756,15365,3204,23944,18359,20631,8134,23299,14847,30573,36446,35990,22682,3250,23750,7347,10535,21674-1,20,17204,37276,26388,6625,9398,30903,23877,6801,15008,35870,13332,10301,4417,18731,26210,14951,15922,10714,10217,28086
1606905400411422478:1,1,32894-1,20,27644,5750,18675,10967,15925,25637,26549,33054,1169,34945,31809,19798,16096,13102,32894,18532,24270,15041,7732,24594-1,20,15208,27790,9918,11577,36854,1562,3728,34615,8643,33097,1808,33420,33889,28529,35667,12762,36802,6855,14405,21173
1606905401411882944:1,1,7716-1,20,87,23759,3409,29682,37515,35330,13391,24435,24081,12869,10923,31735,13146,1134,13622,30911,8756,1480,331,2905-1,20,14563,211,16432,428,19199,24733,10719,7581,24226,20123,23859,38765,6561,15487,28009,3917,2112,17311,9143,29357
1606905401412156013:1,1,8283-1,20,16203,26402,37913,27367,11162,1563,1262,27770,3083,13009,22334,4254,36485,37195,38464,5089,37207,4078,29620,38855-1,20,36107,17533,10206,7495,26992,14291,38492,25021,37227,19856,25153,33883,28719,12709,19719,38273,4589,28091,9664,8606
1606905401412378597:1,1,16392-1,20,22718,17499,13960,7301,25029,10357,35917,24405,38361,14792,22608,24518,14760,27749,20472,40195,3159,36179,11575,519-1,20,24530,21031,18015,7958,20825,26966,12472,19221,22628,21901,27515,31841,39739,23784,24370,38409,11670,21500,10374,7633
1606905401412598081:1,1,7823-1,20,28424,4138,19902,35683,36828,12460,19465,208,28538,13679,37252,6683,37359,18330,30721,35744,4659,23176,5396,34485-1,20,25189,14235,9467,14047,35498,1906,30695,5021,19275,16206,6285,37714,18627,18381,15108,28249,12362,11910,28614,39859
