1606905390383604226:1,1,39372-1,20,17693,11854,1443,18133,26882,11055,39682,13914,36922,1408,29524,17749,37780,29240,661,36499,35615,31679,1277,31640-1,20,29818,30739,30949,7014,7781,9612,22098,23464,19365,32312,4439,38488,18292,22468,9674,16993,22653,21135,36057,18745
1606905390384042017:1,1,12296-1,20,32744,25329,37929,5312,24852,9390,20680,20602,19617,8931,39383,19137,30281,3365,32248,17431,6716,40263,12294,16787-1,20,11793,7303,37979,9897,34671,13796,31241,6784,39333,9822,6924,23095,8572,30325,26057,38880,11473,9135,18287,29460
1606905390384264087:1,1,39822-1,20,8781,25299,1115,5090,7426,11618,22110,1339,19617,28794,36343,16714,24934,2302,30518,19194,34510,25462,18955,3498-1,20,14132,8637,10335,9287,31090,13982,35216,28226,916,17227,13968,16022,20651,34351,19445,11752,33520,30045,14486,23656
1606905390384485574:1,1,24277-1,20,29952,34091,35795,16576,5333,32093,34022,6328,26266,7259,16984,13328,20544,6408,625,4279,29075,13092,7302,7220-1,20,19446,31730,10827,33431,35961,34681,36276,4021,27147,22244,24447,19773,25139,13839,38554,24678,7543,21236,9115,27627
1606905390385061670:1,1,25435-1,20,6036,15541,35947,21119,7604,8523,28190,32071,36098,2699,20012,17223,3636,37026,38991,16906,11458,25838,25403,6967-1,20,9369,8921,26144,16583,29569,3296,30172,29959,11372,5973,3420,39137,32164,29848,28583,39652,34251,30758,28879,10742
1606905390385513476:1,1,33657-1,20,28800,2880,6621,5516,26278,18564,35200,26322,11357,5125,13758,18400,15934,5741,34969,30516,11282,21335,15024,34158-1,20,35412,30676,34262,13674,9429,39524,16854,24389,29799,17006,28694,13974,12589,38173,6255,28803,10130,8387,34474,16538
1606905391385717104:1,1,16175-1,20,14565,1748,35955,11689,6895,35676,30779,31557,18385,39830,6570,9426,11578,20784,2729,10406,25563,11043,12811,29259-1,20,39526,38387,24139,20107,16495,8430,24570,7875,26963,39449,18531,13329,26410,13636,13373,9221,24824,37573,23945,28164
1606905391386200847:1,1,32413-1,20,17267,39763,8548,2150,36596,11175,21984,2651,15047,5834,29000,26691,38965,12891,23847,4661,23923,34115,15110,22975-1,20,28208,29443,31351,4365,18323,38518,13748,20552,21342,17968,2785,372,23946,22225,29256,9936,22109,39327,5575,24814
1606905391386712264:1,1,8918-1,20,18806,4916,37635,37278,40256,12254,25531,17414,17729,29802,32984,36524,7089,31770,19369,15285,34543,31664,17767,8053-1,20,8793,12167,28357,16044,14234,11901,31987,33121,19317,24191,7551,26597,39508,9093,29137,31285,39622,19913,29756,3282
1606905391387173048:1,1,34511-1,20,35474,31287,8284,29317,33753,38631,33234,1500,15276,38464,34458,31457,19892,11487,34059,37387,25066,16153,19660,28931-1,20,21312,32638,7594,39255,38758,14305,31170,7627,9832,12659,11173,23979,31342,17282,26118,10322,39861,4965,35786,34216
1606905391387443955:1,1,3398-1,20,27339,11604,32601,25420,10602,3378,10760,30634,14963,15473,20473,4203,338,25249,33888,24058,35511,36886,22663,4755-1,20,26874,40028,4865,28351,37515,31693,13676,16570,17701,1094,23573,25749,864,29975,22119,36035,29592,11355,36788,35695
1606905391387964628:1,1,761-1,20,797,13184,21791,37595,14810,34740,4459,15982,38609,4913,12481,39389,17376,18631,16622,11766,2663,34814,28924,36954-1,20,23232,30592,6939,10050,35468,4787,10585,21637,14915,24152,17171,11025,32146,3663,21531,2552,7516,9127,23336,32357
1606905391388415572:1,1,10111-1,20,5221,37483,20086,33632,33470,15515,1378,3784,35021,22617,29518,1349,3418,38039,6844,3004,12134,39571,20748,752-1,20,15096,2808,2839,9791,26811,713,11982,4711,24981,32670,27223,39828,36634,14268,14999,38728,29607,20588,5086,36866
1606905392388843446:1,1,17854-1,20,32696,18328,31015,11703,33453,24915,29526,8755,27408,28368,22992,18727,5156,16737,21971,35689,8207,6022,18625,25964-1,20,881,37733,21441,24729,7290,33038,19924,11241,28859,19432,27210,9960,17594,10675,21961,24636,17642,18549,6533,19403
1606905392389072920:1,1,5314-1,20,6960,6588,38695,13434,21912,32119,32480,1670,13469,19637,29759,31940,26048,2580,32585,24277,2675,18597,21462,28236-1,20,9175,20639,1134,5182,29735,21779,32238,31482,20753,33477,14230,27473,35194,4461,22559,19404,23868,27362,34760,16793
1606905392389268276:1,1,6524-1,20,31510,19879,18830,15144,24190,36037,14961,13699,4958,10817,26320,9763,35041,30544,39395,37243,2533,32442,22168,15749-1,20,25926,23563,17300,10306,37761,15989,24675,11490,22756,17747,1067,10211,33637,8183,37316,28314,24233,2609,15178,24742
1606905392389758736:1,1,1146-1,20,9165,24818,2334,32651,1678,22775,22636,12460,31409,25877,38432,37912,2373,15195,29276,31209,18133,4153,19475,10138-1,20,38047,33986,19133,15140,6610,16953,7768,22114,37418,12274,527,37982,5802,31422,33350,11281,22354,24290,38726,9165
1606905392390236564:1,1,224-1,20,3534,282,22890,4330,16853,21728,1845,11323,22201,19906,3672,13293,22071,5943,16048,2790,5055,584,17693,10149-1,20,5063,3372,22788,26300,17386,39898,11629,28299,26731,39414,4905,23066,23783,3082,14675,28983,11278,14475,5986,33823
1606905392390704686:1,1,22894-1,20,24282,37374,13639,21798,11850,21270,35972,8992,12676,23317,958,17823,16310,9671,12335,4253,30151,17696,1787,24128-1,20,3424,9301,14932,33196,39888,14670,7510,8321,9950,34515,3928,31658,19390,31999,37796,8572,5743,28331,36184,34750
1606905392391225012:1,1,17775-1,20,36341,27387,32455,33888,1042,8794,29024,33657,22702,25979,13095,18895,29905,13938,2165,22943,9544,17621,27123,35628-1,20,23322,8606,14047,18773,1136,1128,39943,3885,24090,27289,1716,22452,11491,27658,32688,27201,3635,32876,21710,2169
1606905392391539258:1,1,14249-1,20,38677,32391,22567,8892,8485,28626,6179,22639,13149,30202,13071,13102,17437,809,5703,26414,13029,4573,8545,1581-1,20,31772,36507,8475,10443,17265,27281,18082,22345,39606,22394,22957,23114,36658,5003,37966,14555,1724,5592,31105,38021
1606905393391718339:1,1,19283-1,20,26876,19265,18763,23505,32129,31571,39062,10120,37136,14315,14163,3145,15797,2771,16790,10186,11116,6400,35775,13491-1,20,18830,26789,20047,10407,9462,23260,5052,5876,31347,17838,29696,31612,34950,22674,6530,8574,10117,10230,21698,32710
1606905393391905776:1,1,23381-1,20,14881,31796,22268,16016,8867,12222,4099,17050,40287,4566,10474,16319,794,8306,22964,25816,12232,31806,12018,7599-1,20,13790,36337,3136,773,21799,13402,6607,4597,7999,10895,35507,22493,7421,2547,16864,28699,28846,25476,30111,14191
1606905393392162810:1,1,2112-1,20,30996,23298,17107,7994,25472,13828,267,18545,32750,7610,34897,26397,13406,216,16927,6328,31304,23436,17112,891-1,20,15213,1323,2869,14158,6745,24950,4643,14828,16656,27522,23265,34523,19213,22295,9550,37482,11143,11667,25876,18987
1606905393392420797:1,1,31721-1,20,17686,40322,20842,22917,11993,32776,26673,13888,12441,8903,31098,22167,18638,12940,29317,22885,19035,14119,19084,8174-1,20,6510,484,14551,6583,32595,752,4194,33413,24327,30901,29091,3693,10662,31161,18421,32070,4073,25260,30650,6200
1606905393392965090:1,1,24382-1,20,17569,17664,37419,25081,29524,21110,17484,15842,2423,21021,1925,20125,15602,20674,24431,23637,3172,20107,23523,7769-1,20,32455,6608,32696,4613,18296,10362,30001,32012,8723,35,23348,1979,37550,12452,28154,8386,25060,9338,7173,8689
1606905393393165251:1,1,8191-1,20,26509,29899,13464,17617,9082,14114,12332,22758,20496,11705,39885,14034,33667,37686,11934,35504,33703,15411,33941,29665-1,20,35929,31810,1469,22267,30616,4744,6809,20918,39458,10899,7327,25050,16027,35277,30938,2713,35143,5480,4011,16206
1606905393393396740:1,1,7494-1,20,28882,23203,20205,16446,22106,22395,16075,39511,39955,615,36743,32949,29701,33257,4712,16987,37214,16746,24299,17714-1,20,34139,26613,15284,8385,14154,3939,19884,2053,11197,24647,4648,9474,5010,11620,19547,23693,10197,34225,6220,21718
1606905394393600911:1,1,1580-1,20,21389,23276,15251,16387,38058,30289,10476,12810,22930,38717,2091,33091,35563,32268,6385,4067,20399,14567,39902,14288-1,20,5997,21709,27818,11348,13472,36149,16802,9085,11267,5482,34103,324,27613,23536,31049,16861,35223,37946,12580,17760
1606905394394020573:1,1,24017-1,20,19000,36388,12236,24056,5514,22860,3337,34628,29042,5232,4903,1285,9644,12498,24843,36995,32617,2686,2499,9564-1,20,398,22671,2791,27593,8783,11925,14856,29577,16517,33556,4631,13436,12441,5704,36721,1653,6978,3801,33287,14038
1606905394394519217:1,1,23060-1,20,24275,14608,12070,25023,2820,27113,36337,23845,26202,25652,8643,36924,21642,40127,22418,35309,2560,35260,25571,16354-1,20,36773,14571,9204,6707,27673,20832,38327,6627,8178,27833,16563,10304,8158,37944,3930,5411,31402,7885,9093,26239
1606905394394732857:1,1,4867-1,20,22593,872,2736,24375,37300,27615,38676,5021,23217,9196,14670,32843,3446,11800,19130,27072,21628,16318,12071,24129-1,20,9458,26068,22844,251,13595,10126,26975,1660,25619,37955,22981,12571,940,3494,35109,7043,13842,13235,26260,35710
1606905394395038312:1,1,20124-1,20,31482,9267,8756,34550,13007,4198,13598,20533,9805,34473,6926,5880,16920,27203,24685,32358,4694,8005,37145,32753-1,20,19171,8520,20364,7016,12437,5257,26749,1966,18324,30585,39459,38913,12311,35453,27296,37699,34654,32537,7409,31329
1606905394395565516:1,1,28483-1,20,17322,18082,36308,8535,22541,8414,31745,20287,30553,411,35828,5897,689,8421,2443,22344,15771,12312,20043,6702-1,20,1997,10936,1074,7134,18182,17493,24318,6246,4517,23348,32030,35937,19425,11941,20800,1465,39947,27851,16837,33225
1606905394395760084:1,1,35629-1,20,24556,15863,11641,38192,30823,39559,38013,7158,1102,8763,1987,6418,36847,29725,12548,5061,20333,22989,14559,9090-1,20,33410,8847,34014,36832,11112,33730,5196,222,3034,36067,4233,8719,2888,27744,27596,25912,20449,14878,8485,4898
1606905394395984925:1,1,33595-1,20,30171,18202,35599,24213,27181,23131,28002,10044,31967,12423,21710,22697,9569,23076,1219,37085,20022,39997,1160,33181-1,20,39663,38661,14019,3175,7308,5111,21672,34283,3136,25068,31915,5948,38972,31017,4572,36051,8260,5047,5310,7500
1606905395396527942:1,1,2454-1,20,36434,19534,23128,34463,6939,21107,5125,21975,21951,37431,13368,388,30369,5747,18482,20432,37963,31882,7781,17021-1,20,19786,37908,14299,19059,10132,12430,7507,7685,32256,27883,8539,35644,8399,36433,21059,15558,19882,14844,17532,15568
1606905395397050560:1,1,24289-1,20,23075,33247,21996,18891,35748,33657,7364,13425,10089,21717,23224,15884,25291,12552,36679,11888,6644,5380,23577,39511-1,20,32773,11378,14183,30635,40282,17519,7199,12941,17330,25980,27604,13840,37566,22985,16268,18359,11986,31079,30892,28004
1606905395397280982:1,1,5428-1,20,2470,21235,6787,30406,17863,27317,36848,17959,2959,31932,8275,31748,29390,4698,3360,31769,33960,5813,28574,30997-1,20,38016,24784,18576,32702,23908,20417,28504,27867,20886,37113,3028,5411,34195,15633,11818,30865,17775,33129,24157,17546
1606905395397847909:1,1,20189-1,20,17977,27813,17227,31014,17230,14807,2613,18921,463,23669,18210,35591,25225,7793,721,35281,21990,30522,15740,37327-1,20,19039,35879,22223,26881,11142,36684,28465,21266,38297,21437,542,1262,4413,21679,25694,38849,5698,18362,31146,10485
1606905395398020340:1,1,2582-1,20,19921,15825,4589,3319,30405,24829,35972,1767,24730,37777,29126,27766,14969,40155,40017,14183,37636,5447,33347,6795-1,20,28319,35870,7573,32213,33373,15989,15978,36227,731,11699,23266,25516,25438,30081,16028,25540,37430,34748,15690,32085
1606905395398263979:1,1,14389-1,20,2641,26205,9349,22447,31801,35247,1935,25110,21955,1045,38748,37353,36490,26504,36937,25178,26225,30636,21969,21915-1,20,31745,23546,36668,25548,23836,23904,3460,7977,38125,4174,15560,818,29222,27325,19741,36011,26359,11054,821,3379
1606905395398469539:1,1,30320-1,20,9754,8071,454,1959,28101,5352,6034,18894,10343,644,7503,29692,35159,2697,22250,36669,35031,16871,407,29000-1,20,33767,3206,13871,31360,435,34235,34565,33635,13259,23721,33318,16248,21238,2488,33898,16834,25415,8950,39802,14957
1606905395398799844:1,1,25541-1,20,40267,15092,28757,30865,6394,36901,18232,260,34798,22829,23808,5478,33769,5013,20124,7353,26390,295,11575,35191-1,20,24550,21274,35434,18337,36827,6636,6359,33474,17840,21877,20142,2910,17647,29926,10546,26351,39274,32836,32162,16167
1606905396399035245:1,1,9843-1,20,37230,1276,9698,37728,25592,962,19519,17355,30482,18254,16002,10696,2589,24279,20778,22470,26754,34072,14723,6515-1,20,34732,9286,667,27768,5622,23944,20140,9692,38209,30256,6741,7015,21741,16550,13465,12260,39219,21621,34210,28283
1606905396399587001:1,1,19045-1,20,8771,26194,5303,3513,6794,8603,1364,9765,4580,13135,26372,23651,3862,30513,11323,31764,15361,968,20406,19523-1,20,25224,21440,16828,31587,18033,36676,38901,16522,5663,34932,29723,35155,4388,9720,4833,19379,26594,20312,1198,27859
1606905396399784570:1,1,24700-1,20,36597,524,27417,31185,32193,19936,33678,3550,10952,23397,10620,32498,26409,17873,13850,278,39138,27745,5757,28926-1,20,16268,36628,11763,4899,35752,16709,16671,29888,17680,34793,7050,8104,14717,15906,26431,17478,27939,18735,9920,22158
1606905396400023583:1,1,32189-1,20,731,12835,15880,20415,33812,3609,4614,22746,24068,17884,5933,30846,39926,2103,5071,31582,39730,28086,5529,18868-1,20,4657,20648,251,23868,40050,20076,23971,31505,589,20425,20339,10871,14744,30079,12918,14079,15441,4655,19020,39814
1606905396400364857:1,1,5755-1,20,17166,40302,22888,21307,23930,22496,20433,25371,27760,21456,38879,9372,6741,3039,32057,21429,24992,25689,32802,31753-1,20,39203,13069,26616,4707,36896,5914,4549,8396,11849,3070,3004,9386,35409,33740,2594,19903,18327,10541,31880,1186
1606905396400677308:1,1,7252-1,20,34766,25592,10297,35260,33534,22575,20601,14126,26053,3828,22692,31316,6248,3082,5430,14425,36378,30732,31359,11087-1,20,9272,20041,27104,20888,35029,15211,34060,21311,33673,11164,29623,5281,27939,22127,26146,3985,39390,18063,12879,24140
1606905396400874528:1,1,7588-1,20,11342,31244,10283,11637,7814,4451,32394,1527,35572,17205,8409,25779,16286,25910,12092,37681,36320,25777,26717,9783-1,20,33172,40164,24091,20636,33438,10622,23403,7223,27301,17168,3049,9845,32172,18807,27310,14778,33787,30993,1127,35571
1606905396401387106:1,1,3938-1,20,12014,8901,34901,35395,24890,18384,27910,34747,30270,28978,2900,12788,25844,18790,36485,25243,17883,26938,4775,2066-1,20,26946,23425,5682,37048,15962,12400,25454,33464,18366,3370,9472,30889,28573,33202,4788,31461,28141,36117,786,35552
1606905396401659720:1,1,10470-1,20,15059,20082,18115,38354,5913,20544,12276,36459,24813,13758,37793,11526,13919,23141,38945,5442,25595,15003,3842,18739-1,20,16963,25548,1693,35403,32742,30430,38212,12974,2450,20275,33351,14824,37750,7361,12835,17055,7888,23413,30945,11985
1606905397401857314:1,1,36169-1,20,5938,28365,13951,13265,31779,36579,9637,12562,272,9299,15123,19568,22395,36408,7132,26570,1869,1116,24409,6182-1,20,10471,16631,10442,19409,16980,14965,21684,21401,17952,4593,37559,34040,34549,25336,35770,7825,13954,38827,12764,28317
1606905397402368796:1,1,15244-1,20,14456,10005,34905,33749,3908,30483,19032,4228,20431,8515,500,10842,879,1537,34213,27977,537,33301,17978,9671-1,20,13066,6617,29781,19558,27165,31267,28240,37746,31082,9256,36282,15037,19820,29270,10341,22554,36662,12909,5148,7768
1606905397402604477:1,1,19708-1,20,12131,19647,29149,7193,5645,34275,21565,38784,39975,33344,56,20584,1040,25892,25220,34460,23404,22920,12536,36446-1,20,18861,1690,18278,5018,38673,9048,23477,35693,10128,3824,33495,3995,32402,28839,13301,7042,16714,11294,5430,38776
1606905397402902396:1,1,10209-1,20,1116,5532,12345,39998,27778,10760,16327,13516,35471,31443,15960,38075,3851,36623,15277,39210,941,36219,28369,790-1,20,25005,26664,15499,2712,39678,38993,21313,36359,10738,34438,18169,14805,6477,33794,27220,6141,16032,21657,12577,31689
1606905397403115200:1,1,12162-1,20,28648,24171,12158,17797,16838,29606,18547,30055,11246,40191,31930,20194,13870,5570,11440,4100,40127,17779,20370,15494-1,20,38433,31819,6903,30443,36645,10859,22477,18464,4386,36277,14796,19552,34406,8778,39250,33995,17098,2719,34743,28849
1606905397403336639:1,1,33900-1,20,12323,27080,1280,24030,1747,6656,16932,2511,23420,20463,8314,19274,40079,8740,28272,16322,26397,30012,11923,23874-1,20,1419,2563,38392,25639,34531,5600,17394,23663,35530,31347,26149,12919,14266,18652,22348,21282,31315,39113,1542,14648
1606905397403503757:1,1,31218-1,20,14620,4066,38889,9217,32428,100,4839,18929,26023,10711,19627,18861,16967,35470,17267,11195,38436,39529,18796,1940-1,20,23098,6276,7665,26466,36641,21581,24624,8279,27112,13825,15082,21438,7861,18015,32303,25419,28805,21803,15039,23785
1606905397403690515:1,1,14363-1,20,4211,15785,36099,21999,39196,7554,14112,32150,3452,32591,7751,2166,39918,35343,8797,8554,15337,15705,28175,34770-1,20,32365,2539,27891,6177,16685,27989,16182,7915,39219,19780,15113,31204,6007,11909,15005,8021,13006,32479,34208,27601
1606905398403933039:1,1,22267-1,20,30823,19173,18900,23913,3708,20205,29352,20264,30443,37677,14141,20590,27528,10062,8830,3780,8470,28726,1189,31675-1,20,37339,37276,26597,25825,32788,9483,32976,15903,21609,6081,9432,8551,3374,15889,6170,15708,28058,15213,30674,3642
1606905398404158257:1,1,26664-1,20,15845,9766,9334,2983,25933,24444,34787,24839,8657,16822,39667,2770,22415,14595,29949,13368,15852,11890,14880,6699-1,20,33992,9673,34777,13723,25157,22704,39444,1133,33060,21991,16480,7640,30596,10871,25556,2075,3960,39134,29070,29047
1606905398404410328:1,1,6102-1,20,29290,16291,8791,29569,39592,22812,11318,26220,30700,24229,18488,29788,20369,9769,25757,6067,4458,10208,30509,28856-1,20,36819,25593,27341,12241,19532,14064,3359,27969,13762,2804,17381,32568,26246,26443,24930,593,20906,28981,7315,39834
1606905398404936905:1,1,38963-1,20,20226,36758,39240,17976,33313,23444,34511,27738,8095,39123,28880,28947,18369,39038,21410,12332,34663,4897,17812,38419-1,20,13394,29425,19623,35635,10341,9329,34755,9352,35288,16435,17287,14088,23699,138,8383,34376,22442,32647,9526,9936
1606905398405470013:1,1,22955-1,20,22782,26987,23050,37481,3602,279,22524,17907,13378,17294,4224,34527,5977,22479,31922,6183,31209,39171,7310,39754-1,20,4740,33731,39209,21411,16495,3844,17429,37842,16258,21850,11511,18764,26318,20935,5690,2773,31295,13396,15466,1967
1606905398406004413:1,1,37751-1,20,21400,18173,17683,119,14751,11050,4618,40023,27739,917,3817,34573,273,23570,8674,14974,31774,32185,8598,10629-1,20,31017,3043,14505,25326,27771,27644,33815,17304,10889,5802,24489,9758,12525,12862,2867,2900,22221,16245,29034,10702
1606905398406537948:1,1,9796-1,20,324,33749,12511,9131,30233,10785,5522,7887,30180,33375,9961,28209,22325,14404,24309,23342,36979,17647,7578,18313-1,20,31387,34832,24766,30596,34167,2716,8534,39052,13494,5271,16838,13700,31918,2943,512,978,4028,12962,22238,3381
1606905399407014343:1,1,16988-1,20,39713,14714,18365,33125,249,33249,8212,11965,28020,17744,30047,33355,26502,32489,20735,33459,35389,27212,6344,30483-1,20,20641,24716,22799,12578,23426,11028,17497,362,40221,8276,17343,31380,36632,18304,36465,60,24103,27506,38294,33779
1606905399407545447:1,1,37768-1,20,35202,36502,1855,3711,5488,39726,17874,33814,21139,7776,22016,12021,39077,25202,12577,26569,34698,29972,4765,3519-1,20,22099,20072,15541,23763,39514,7765,36442,31420,33970,19174,16193,31167,24231,3446,2474,31603,30805,13826,17687,14214
1606905399408013379:1,1,7488-1,20,23994,26771,25684,34547,22433,40019,9957,13769,32832,21027,18938,25300,35130,15770,737,18933,13709,31780,36090,11321-1,20,11336,26206,17602,17892,32977,1838,9481,37284,40140,11808,35800,15374,638,7728,27783,7064,24818,6635,38827,14868
1606905399408238483:1,1,24660-1,20,39147,29139,18335,33749,31898,12700,10911,25903,34432,29586,22761,32037,7011,17368,33506,19509,26252,36191,35695,6369-1,20,39531,7505,20833,654,3768,127,29876,24600,8066,39360,11054,18537,1794,30658,33794,24164,3087,30525,10637,38807
1606905399408447797:1,1,30974-1,20,19504,15007,25743,15696,26028,19473,3772,9268,11710,22352,17079,13674,7298,15123,2603,32982,33215,31655,23465,15364-1,20,4142,11352,3902,17827,36649,19794,8151,12718,21243,12709,9489,28036,19987,31895,23720,15280,30850,28107,26787,16280
1606905399408699938:1,1,6187-1,20,3873,29244,33372,14573,21334,21960,32494,20716,13636,27867,25477,21523,4007,3620,25575,20473,16728,39579,3939,4881-1,20,27482,6404,38240,19835,5869,2727,3377,226,32310,3542,27173,10361,8106,18921,6582,36335,14660,6713,30106,23451
1606905399408932387:1,1,14758-1,20,6957,34523,35154,13948,23480,37754,21991,35942,13533,36058,19278,13643,27594,11653,17688,12780,10614,29437,35079,337-1,20,28987,11078,12652,647,12366,9194,29901,4411,18583,15861,31832,37809,10994,10269,23912,1956,3127,4440,780,23440
1606905400409146434:1,1,18314-1,20,1101,28762,39013,4416,3689,24556,30465,22457,12551,6313,12121,34226,19910,23993,19772,29084,34764,19278,27474,14682-1,20,27462,2375,34478,29042,4506,23975,14481,5741,30334,15720,28644,22190,30648,19897,2180,31772,36373,17364,3544,11897
1606905400409346291:1,1,19635-1,20,38275,8478,16464,3391,40059,26558,1736,11061,30697,24242,1266,12255,34342,36356,14221,8247,19475,27529,38235,16181-1,20,36064,25325,4992,11506,17661,2017,25305,9394,27133,21924,1689,31842,25712,10498,10727,20359,23309,19089,23771,15942
1606905400409809819:1,1,11604-1,20,7747,2525,36487,21596,24564,18357,33635,38264,4877,39947,38318,38452,1170,3824,2178,8130,4120,443,7626,9962-1,20,28888,9928,39312,12183,19014,18792,12170,17549,36100,29455,37120,14376,11230,19442,33750,34188,16003,3960,8584,28298
1606905400410054590:1,1,8971-1,20,20106,13011,33159,37424,18567,36580,39283,21152,7144,6488,32683,33075,4064,6086,5993,39223,37719,21064,3059,5854-1,20,11878,11255,26082,30558,14426,18356,1683,12864,10295,28182,38738,29366,361,28661,39487,7957,16266,35427,29611,26924
1606905400410418139:1,1,27921-1,20,10634,15815,26405,24569,12353,27731,17728,1180,22497,12328,22856,40266,7142,25763,27693,12045,29884,36543,11224,3370-1,20,19827,6125,36626,24495,12765,3361,33750,25058,35685,31291,17805,6476,30772,27836,32655,38333,22050,32960,21087,13234
1606905400410663328:1,1,33735-1,20,5596,9711,17651,25942,10109,22149,36246,9894,37252,36480,38798,6307,12314,31967,23930,39557,12131,15553,32072,28216-1,20,17723,29598,11686,21890,28280,29790,15399,27076,9725,15840,39740,15008,35528,24306,8084,881,3771,22894,30381,13265
1606905400411003788:1,1,19846-1,20,36942,39298,577,15325,11495,14744,27729,20340,27234,30736,1916,14941,14251,18689,9558,31890,21485,8594,15583,23384-1,20,33624,25605,18277,35874,20567,5407,10893,1933,7691,26724,7060,31976,40071,1846,20270,34563,29650,4804,2521,6693
1606905400411212135:1,1,34153-1,20,28209,9831,19645,4478,23598,31898,6455,10523,30326,30665,18653,19541,33056,4958,21931,15818,8028,10537,39614,37138-1,20,36605,20074,29694,26821,5925,35090,33984,9171,15964,11063,14258,26477,35879,22221,29070,22423,8157,26910,32550,25201
1606905400411422478:1,1,12811-1,20,37611,32532,28534,14752,37411,11149,19330,5389,20827,7347,26416,40135,28271,10054,23961,13199,25263,37292,38840,11129-1,20,17819,32096,9132,21608,1219,22826,39064,38672,28194,15105,32898,8820,33792,31151,11433,20542,11337,23897,4988,26201
1606905401411882944:1,1,1530-1,20,39244,20996,39260,19168,37177,38092,15817,29469,9030,39429,26535,9684,21951,5501,12720,31928,13990,35235,12927,20858-1,20,26094,28224,21416,11322,7731,15439,27743,15811,8790,38819,28169,35954,35174,20183,25525,35121,33230,2885,2287,19084
1606905401412156013:1,1,35904-1,20,20432,30659,35098,17211,24027,24609,6673,21384,36015,36832,16016,3079,13484,4024,25551,25167,17331,21687,12837,26670-1,20,26147,12577,2621,4429,24325,15276,4605,11859,16784,20480,3301,36032,19635,33027,30469,15726,33677,36264,10726,6161
1606905401412378597:1,1,13731-1,20,38811,36188,3104,24413,22684,40047,30631,13175,21831,38906,29519,11410,16444,35367,14117,33544,24009,28074,16841,1754-1,20,31803,38529,12764,38724,21145,4641,21604,28261,39116,3256,8525,21838,34475,5082,5358,19494,7810,18784,14962,18554
1606905401412598081:1,1,12077-1,20,26920,3605,8204,16919,18140,9151,12878,31686,6662,6451,32308,3356,12847,32513,24337,16017,22990,21844,17409,25909-1,20,8156,31245,11924,25831,24592,34975,31273,39343,9670,22819,27831,24876,18249,24766,7234,10283,3252,10227,25368,37519
