1606905377351878873:1,20,13240,25872,20088,6728,11880,22352,9460,15655,15035,39730,10946,34636,19018,24689,39486,25530,21583,7253,16788,13062-20,1,20832,12987,10913,33391,13811,25040,3145,235,24620,4748,36628,34659,5635,38158,21890,3016,40335,10282,6498,17549-1,1,1892
1606905378352039713:1,20,22683,22689,31297,38636,33753,17757,33655,20019,14281,21179,35479,35352,12538,19759,22984,17263,22236,11693,5530,3649-20,1,16338,23318,19149,19119,38746,28492,1871,13417,24698,17043,30032,13184,5255,38743,21884,13012,21877,33010,33968,28185-1,1,13485
1606905378352238863:1,20,26381,28596,23395,27025,37847,18331,34582,14733,26287,21799,32593,2383,18127,39156,1946,28096,8470,39829,2831,39793-20,1,20790,24188,13268,3482,1084,18156,24030,20046,8022,4011,34067,17477,36533,16291,19181,22558,21702,33004,38747,15610-1,1,11268
1606905378352714498:1,20,37775,37748,22004,31065,6866,4391,11423,30072,6704,24641,39235,10582,15398,21389,15654,29990,39346,37217,25362,6193-20,1,28621,19211,23345,20229,29813,38068,22816,18947,27107,35419,17517,5205,37166,17416,29226,24789,24349,15579,17132,3922-1,1,38628
1606905378352892200:1,20,10394,29433,28429,34989,24487,20450,35280,22071,35912,9715,35179,36138,860,3488,21084,35115,28981,4215,17028,3751-20,1,39941,10857,30928,17747,437,5810,17501,24190,24308,29666,7523,8997,25906,37113,4307,2131,33304,9197,3869,13699-1,1,2408
1606905378353083664:1,20,8023,30614,33841,26892,9372,22885,23148,37297,26259,34991,25879,13312,18203,34946,38230,10770,32788,563,4709,7550-20,1,32023,30180,3570,5436,18087,39411,22713,33326,32904,6071,26956,19625,17967,39075,16698,39087,21802,3055,29579,6813-1,1,29450
1606905378353558937:1,20,19304,31414,3227,16273,16012,15923,28888,21711,14981,20235,16068,34622,7235,13425,29906,3600,37024,3523,12911,27428-20,1,32365,7692,30877,31393,28667,7858,32753,30293,10263,11679,26717,38288,39143,31914,30827,2405,37196,23,24830,7689-1,1,34178
1606905378353959306:1,20,12400,22034,36041,29732,20938,11682,29796,13160,17109,34149,2978,6094,34061,21139,34274,17182,14869,34836,17195,32462-20,1,32428,14633,30781,7671,31012,24329,35509,21430,15221,17828,37842,29062,24529,19433,29490,34195,18432,28599,33978,33121-1,1,25304
1606905378354132988:1,20,662,27293,33112,3248,26241,13206,27540,5968,25922,7340,23468,26874,34087,6860,29376,36309,18177,12590,3612,19645-20,1,20951,22684,30607,32699,1602,292,10417,14434,25935,2445,16663,2615,20059,11754,15201,26364,20527,13677,18497,9903-1,1,20214
1606905378354408479:1,20,16240,15432,35748,14840,7537,3382,23694,26166,8263,24567,36542,21042,27084,601,23433,13209,4241,34665,16300,1819-20,1,6859,1039,25193,130,29947,38841,22075,20102,3901,37593,29779,6128,7515,8367,25965,3995,1507,10047,35284,35244-1,1,1809
1606905379354857800:1,20,16573,39531,14384,34254,10276,10242,29871,9536,9032,7783,6754,27914,15256,32321,14367,24623,10948,36212,36922,18033-20,1,1360,26795,39266,38507,36113,6521,1149,9713,39904,9952,36081,18609,11840,33176,37185,16599,35820,29138,5657,25174-1,1,37978
1606905379355122086:1,20,28814,10311,2130,31950,5228,20674,31630,37636,7880,31234,26749,21004,30204,17942,26896,1246,38950,7756,34932,27089-20,1,28669,27925,9222,26206,13592,10399,26545,30753,29355,26683,28390,29769,34034,33498,4012,12572,20425,40092,18085,19128-1,1,8040
1606905379355455258:1,20,27610,13882,7308,4532,23357,24056,2537,23883,7823,24375,18029,33342,35178,15101,37143,12943,13158,14493,28433,11472-20,1,24615,25726,18614,12065,5496,3955,30747,14803,29832,4707,3811,4278,4699,40018,29179,39643,11065,15042,26367,3128-1,1,19575
1606905379355890477:1,20,12931,15832,510,968,6489,7086,21689,12933,3777,19116,24670,30118,12977,25152,5872,36892,30676,6625,3262,36409-20,1,38024,13437,16495,7183,2035,31314,33198,7167,25030,3673,17087,39117,31277,39354,28553,33079,14597,33344,30880,2311-1,1,39527
1606905379356094869:1,20,24962,15515,27064,25326,13551,9450,16014,4446,36702,36701,10054,207,7845,11200,40054,14923,21267,9902,34567,14753-20,1,1968,18554,8333,7593,34497,36696,32744,12791,1501,31094,35304,17822,36777,25005,9087,20532,33130,17787,39427,34268-1,1,23731
1606905379356431710:1,20,15419,11440,1739,9041,13310,22109,31844,19208,31302,6144,18298,1132,18378,3477,27530,5128,21245,17167,32098,25509-20,1,22838,20537,14844,4197,3089,7108,27850,10676,35981,36489,36728,22339,22257,22790,11157,23218,15232,34405,11156,24938-1,1,21534
1606905379356950293:1,20,1942,40106,37739,9021,22841,20986,1692,15804,8204,703,39004,30930,17603,13333,24507,12910,860,18414,31979,30949-20,1,34109,31932,18592,11452,28061,6112,25860,24619,37001,13995,37295,25629,28555,4940,17404,23015,10823,1435,6962,7754-1,1,22775
1606905380357366453:1,20,25963,10121,11012,66,17938,15575,32785,6249,11945,37326,12066,16108,8991,23483,12899,29643,8772,1172,29450,12578-20,1,26918,32630,5558,30874,18146,15634,5065,2850,13313,257,29064,7910,4406,36461,30335,18294,6161,9164,25142,10473-1,1,7622
1606905380357643053:1,20,32183,9968,36882,11321,21805,36133,27125,2045,21662,22241,34858,12923,9448,16073,12055,27768,27254,10793,3807,28377-20,1,31867,26836,8690,11895,9091,24575,2966,29367,2528,24412,19699,31730,15815,3070,17388,39025,24486,31162,37287,38646-1,1,4465
1606905380357872287:1,20,18185,17077,1677,1175,16530,5870,16373,16696,3053,6224,1647,37445,38453,3903,8149,38062,20267,11833,12239,15161-20,1,22928,13867,31375,28938,10565,31167,22100,341,17033,36061,16598,29008,21212,1510,27447,32493,34291,36311,9446,19550-1,1,11010
1606905380358381283:1,20,4920,3037,7694,34616,17510,8251,31867,3510,18208,3448,36271,39447,27867,15866,1229,2182,30258,17685,15087,467-20,1,11510,11030,12154,25129,37343,34953,32386,13414,11894,39994,10307,6298,7976,23585,25474,27505,23737,39098,4321,29132-1,1,28606
1606905380358653032:1,20,19499,10488,25019,14732,37330,10917,682,5694,25667,30580,12010,12330,23508,20212,4151,15036,2750,5347,20276,26873-20,1,10338,28077,11417,10592,37262,8012,22419,22509,9794,16666,38465,32776,23584,30549,9187,27627,16373,3158,26503,3675-1,1,28910
1606905380358901126:1,20,36975,24306,7900,39005,17182,37429,11863,6179,40248,14131,32508,10949,4456,11999,18385,22729,5412,24497,17506,24206-20,1,5679,23083,10193,22370,26771,12076,37619,8171,31937,16414,23561,683,28535,34233,5041,35766,37960,36558,37534,22326-1,1,2848
1606905380359433855:1,20,5209,29697,34848,4405,9431,8785,12166,20953,30419,21876,23648,3890,25713,4001,17458,19082,29971,22811,7926,4010-20,1,10522,28004,35883,9185,7107,3261,5064,2900,13686,34419,34669,25594,30767,842,26025,23304,37099,32935,20411,22952-1,1,1788
1606905380359961562:1,20,37967,16885,29681,39625,39758,16586,14078,10688,39816,21983,4579,29675,32607,31457,4811,22920,10594,23966,7482,34484-20,1,6944,35318,19367,27317,28473,31457,6925,32890,13484,1342,10609,28083,1854,425,10439,1760,11091,1069,4961,5700-1,1,18816
1606905381360482836:1,20,33603,30570,14813,17299,6209,37781,2876,37086,2163,38437,39865,16576,19879,2880,39189,35345,35559,23821,21522,36375-20,1,16581,26131,8051,3279,14064,11258,21689,20375,9763,16849,32266,11466,37687,21386,3496,21473,3456,19518,8026,30371-1,1,2462
1606905381360852855:1,20,15489,28714,26279,227,37132,15520,6386,33767,5911,9402,9772,3232,1786,5251,30499,6939,18481,30828,9255,24268-20,1,28954,21542,26553,37582,16075,23595,5553,14559,17630,7183,29331,26843,21815,21207,30533,15882,33751,33709,1904,7438-1,1,25643
1606905381361267628:1,20,22398,12713,20245,591,27131,17620,36041,28507,12977,25457,29961,22962,14419,28354,22966,30999,10924,29442,38738,36950-20,1,18756,36276,38232,3612,1849,24450,28358,36276,31630,17333,30538,26546,21590,25147,35585,11138,13066,21873,27838,15853-1,1,38532
1606905381361779997:1,20,15410,18425,26561,26489,34034,773,25328,15172,18723,39403,33825,17872,23704,29487,14977,5662,19169,21972,11577,26077-20,1,27971,16067,34284,8656,31682,37470,34415,35089,11662,5373,21961,26007,9560,367,38886,28621,1499,14231,24725,22247-1,1,35043
1606905381362079769:1,20,7180,638,5630,35998,12177,3800,5915,5891,32921,13484,6400,32177,1864,28326,20369,33544,39566,25740,6140,24698-20,1,12247,23303,10891,29690,35207,24672,14489,9826,11546,24278,27801,14143,17431,13927,6991,39978,27691,35339,18231,26272-1,1,21890
1606905381362506106:1,20,8548,18558,22129,32187,39116,26383,31570,35079,17577,25521,8761,6735,22776,34917,1349,2080,37071,9920,24175,17208-20,1,38668,1092,20453,22023,29517,5526,13054,28952,35731,11928,27592,7144,37131,31203,21996,32579,1374,14797,26498,8252-1,1,21618
1606905382362914700:1,20,3274,2524,3539,22247,10311,17748,30216,16592,24377,5634,20858,12922,17909,28146,25400,9093,22424,24122,3233,32942-20,1,25062,29820,32894,30181,20129,22317,8153,33008,2481,33197,34794,32120,33779,3579,39128,6412,5824,40016,18408,27403-1,1,7013
1606905382363385704:1,20,33884,20011,26082,23633,13621,3521,17381,12020,5558,4290,27699,3017,7733,5736,8164,38764,32887,1253,13443,8526-20,1,848,4525,31702,28494,4995,1291,9282,23030,23163,21443,13143,15810,3872,10633,30890,15543,540,30428,5048,31848-1,1,28876
1606905382363652951:1,20,18915,12234,10509,16186,30924,30658,12432,27270,9967,28346,9669,27036,7430,5888,35666,13381,35427,24653,23879,11176-20,1,8980,10172,3006,28412,17645,20849,28358,19711,20615,36786,29860,3843,5574,886,28983,36950,7401,7869,23639,16083-1,1,3897
1606905382364152740:1,20,8704,12916,36180,5460,7515,11395,14776,37273,33836,600,35098,35910,11990,39671,12164,13118,34092,28873,37077,26395-20,1,4250,16017,24610,38083,34813,25031,29407,33036,15192,38559,12381,8766,31673,18870,6530,29509,29695,27592,40039,23100-1,1,31597
1606905382364340784:1,20,15346,8214,34979,17124,23293,16557,32228,11820,11240,23433,8256,14807,21336,28321,13966,201,7282,23460,932,30685-20,1,5298,36503,24096,469,15069,9864,4035,18963,12992,33398,3050,21185,34419,5871,16884,18585,32430,38670,28869,16067-1,1,11219
1606905382364592528:1,20,17193,8347,14711,22022,37078,31307,15720,28920,9107,30909,35977,15297,1394,12368,8289,9600,11410,28597,39395,23460-20,1,28496,30038,2441,27814,26632,9870,30806,39485,35503,4912,36666,31824,15379,39785,27741,39274,25326,21606,12485,26099-1,1,33029
1606905382365118027:1,20,33902,33929,23630,25947,21703,5825,25505,28301,12422,21111,10159,12032,1365,29224,37297,34238,29134,6028,784,14220-20,1,5467,17626,39369,8363,20863,30340,14375,21666,3523,38439,5050,19521,29276,2183,13045,14492,38319,31696,13601,7510-1,1,22462
1606905382365635650:1,20,25675,24218,26638,19499,37025,8558,31466,16790,30872,26034,12615,21233,21719,31465,10226,36406,2476,13926,38870,23783-20,1,7922,36821,975,8276,9397,35358,39755,23617,34473,23836,29818,8649,18339,22782,36956,33161,20121,24071,30274,199-1,1,16061
1606905383366167098:1,20,23692,17001,907,22333,22609,36951,11743,38492,5883,16169,7428,28626,18040,35933,37785,40046,35008,3115,25657,32632-20,1,18599,10033,30907,2694,28424,13935,28195,21924,29318,16933,4105,7185,27357,19916,14983,9503,28288,20564,32391,12326-1,1,38305
1606905383366550376:1,20,34537,4478,16034,32646,20788,30712,35873,29485,20297,7729,15232,12143,28061,9162,31682,36547,13129,10051,14737,11826-20,1,6489,10751,15470,20692,17618,39256,3458,327,37948,2391,20623,32146,5987,17790,7849,18498,7657,36423,13387,28207-1,1,36129
1606905383366880042:1,20,23621,24145,30852,6661,35406,34815,8397,11253,29541,38064,29011,11324,476,26133,19163,31807,1761,7978,11655,12941-20,1,36722,20923,9579,1107,23876,12599,20653,501,21109,5618,39307,30261,4468,15408,32830,38063,14244,32313,5606,30313-1,1,30067
1606905383367333484:1,20,11104,20063,2178,23035,18629,24401,23517,24731,34564,36311,19900,11631,19496,40307,27752,30254,39872,36293,372,32580-20,1,32472,11824,3416,11909,33018,4061,9284,36415,36894,17192,34358,31248,40275,5834,2037,16872,32499,28390,4316,22292-1,1,23271
1606905383367513917:1,20,15415,14568,878,27272,23140,39147,13247,447,4840,29444,8603,10769,25805,25521,39259,8412,33996,29539,38776,570-20,1,10705,35649,7921,13630,25516,15655,26942,3377,4863,26421,9914,3105,27610,35864,33401,22627,37382,30415,17129,26160-1,1,2541
1606905383367814719:1,20,20429,27742,36642,37810,39580,21476,35213,19509,22825,3283,1604,34946,32255,18225,13452,937,33304,38760,566,29954-20,1,33512,14861,11065,22144,12129,20852,31081,32952,7631,5760,29192,4923,38779,597,18077,26276,19579,3017,35330,19763-1,1,26421
1606905383367999413:1,20,29900,11854,23422,35805,35159,7828,29987,37076,13637,6741,2594,22929,7498,24611,24141,3066,39696,35980,22176,12316-20,1,14936,38777,10065,1770,6762,1288,19113,17970,760,1811,2341,26827,27819,14986,25116,4391,11020,6939,29778,33037-1,1,11281
1606905383368196229:1,20,18377,7801,22742,31691,23443,13734,19858,26935,27075,8658,1400,23763,8530,33474,39215,27329,37924,34995,17962,17697-20,1,28718,37860,2907,6472,37241,29120,7827,38046,13242,37142,29091,31948,39588,29441,39055,38933,14033,13104,38738,2141-1,1,4446
1606905384368373032:1,20,15740,31285,13342,2432,26014,20355,37722,32363,26641,28744,37313,38257,29606,900,1938,14773,34210,868,8914,14928-20,1,3578,35346,35327,23944,39688,19196,14380,23259,10794,31566,26049,9209,2801,6050,28403,10732,19457,10135,37475,31808-1,1,10632
1606905384368588798:1,20,32393,30141,20294,21253,13300,29759,25312,2756,24069,7068,6235,11183,20812,28673,14049,1295,35208,5422,29018,21208-20,1,39404,17347,39621,37330,18407,20907,13473,9857,33544,33384,32831,28906,8274,21840,25907,23405,39783,21879,12719,6110-1,1,35138
1606905384368870063:1,20,23183,3909,9589,38455,39392,20002,23074,36257,37800,35484,28251,35056,15108,15918,4734,26305,2436,24409,11266,13850-20,1,22241,10377,20805,34631,20476,11336,4872,24261,24120,2129,14598,11512,10985,33982,32132,8424,6948,6302,16388,2676-1,1,18947
1606905384369059200:1,20,7527,27100,24916,34130,6080,39429,19744,8142,23435,9224,22437,7247,32661,15953,23706,9268,12111,19656,25166,22999-20,1,28623,9705,40066,7836,32672,29584,30591,36351,17927,16869,6064,7660,5329,7476,26497,29373,3918,36596,20059,17577-1,1,16213
1606905384369359791:1,20,10242,36367,5102,6427,1768,18592,5533,30612,4235,14265,5914,8289,12704,9213,10549,22284,19670,14947,9718,29935-20,1,35931,14819,17726,32520,18297,16280,11469,37644,29369,10766,37714,18551,12095,18598,9744,26749,18321,22590,39829,38892-1,1,25209
1606905384369538837:1,20,23946,2610,10511,19220,25921,30388,34379,33073,23578,7363,27310,9891,36692,33428,20170,8381,10689,8761,37254,16240-20,1,22098,19915,10359,29661,7386,15803,38817,11869,37213,8634,10186,19622,10706,17165,33184,16732,11450,3790,15095,1348-1,1,33532
1606905384369726398:1,20,29918,23439,31676,14028,37687,28071,37449,5864,5476,19861,20381,17754,137,34932,36003,16828,3997,1654,33261,17923-20,1,21446,30180,11793,33440,23506,33930,19187,7340,2170,21811,31564,19042,29537,18885,15471,39424,13020,16752,28537,6665-1,1,17730
1606905384369975869:1,20,30607,36725,21021,6640,27997,22557,17890,23870,38804,11233,36062,13096,2507,3388,22379,29689,38819,13182,26578,10321-20,1,32507,22716,36037,8675,35412,37180,8135,22548,24414,17247,9618,17437,25374,984,26345,35872,21041,30528,2474,5844-1,1,2689
1606905384370166181:1,20,8159,22459,37459,32546,2846,24011,34966,10720,12374,28579,37243,30214,26917,39730,13,3840,8378,19360,2239,38412-20,1,3109,3707,17657,25980,2196,23576,13679,31693,12222,18433,26415,21694,3577,11306,36852,18635,18627,24058,30352,9751-1,1,20851
1606905384370349765:1,20,27782,11091,29452,19931,631,26534,39603,24935,4893,18189,26443,11308,1933,37234,26349,6911,20347,39471,17277,24808-20,1,22515,36732,3180,37858,13755,19064,39451,16229,4709,18130,31040,24477,18578,28227,37242,17818,24006,631,32875,2202-1,1,6800
1606905385370517214:1,20,40294,39396,1150,27551,10527,7691,32050,36519,7381,22774,35130,19147,37775,5806,25545,9746,17035,28284,2789,2748-20,1,5919,15848,12002,18255,29046,17202,26607,36446,3221,9171,8821,19323,29209,17758,30173,7157,6290,1161,28335,31880-1,1,22158
1606905385370666229:1,20,2627,39612,13046,6015,29715,1261,35547,33902,18064,26048,24944,3762,6326,5823,17563,37388,10105,31242,37412,13521-20,1,24847,18498,6335,39893,13918,16869,21920,29463,16545,12692,25732,25039,2994,23802,23542,29880,9706,5356,11262,34848-1,1,28088
1606905385370848712:1,20,30523,26460,22059,38601,24821,9090,19036,38326,7209,19416,35678,13780,35730,37800,23525,1777,9690,4158,13525,36738-20,1,21102,21119,38775,31670,15342,29985,15835,7957,10500,33993,3788,14205,33740,26108,2049,9934,23955,34494,26161,21849-1,1,35087
1606905385371396675:1,20,7325,7925,6447,34250,29844,18299,26331,9342,30269,25363,14932,1539,2415,32961,21616,2609,13364,25894,12661,15987-20,1,2328,2678,31119,10832,2222,10566,8517,2378,29037,21411,17749,33746,23580,8481,17928,19747,26910,25897,7197,38623-1,1,34559
1606905385371645507:1,20,36903,4094,35457,17890,7543,13880,16178,30942,11857,19134,2906,27045,33866,8114,6880,4702,36777,27105,734,27707-20,1,22893,1854,37241,35858,2710,31675,14050,31849,8262,38452,556,24651,22762,3838,26658,6076,15697,40056,12479,24748-1,1,23770
1606905385371817594:1,20,22964,31873,2478,10905,38314,35693,706,33678,27466,4405,30778,34356,13669,4272,2657,29679,928,19861,12940,36451-20,1,15186,34131,33726,35267,34451,37336,29831,11313,7477,4304,38913,33070,10585,33870,11009,33377,27332,11188,35957,3716-1,1,34447
1606905385371982399:1,20,16936,18206,32529,2523,31674,5441,31719,21606,20967,25340,12548,6452,35454,11727,31906,19233,16811,30321,20085,10137-20,1,14339,1320,3378,8722,32150,25869,8425,26784,15299,35340,15898,24044,9443,28074,14757,26168,11829,5083,4925,19647-1,1,29065
1606905386372181519:1,20,24773,7817,13460,1075,36126,15406,38497,19079,3785,25086,20473,26532,7374,10758,26683,38178,15148,39822,15798,852-20,1,25349,31559,35200,12002,17724,8712,30415,13215,6740,26119,27754,31866,14025,33585,15957,15270,13830,2931,2109,24652-1,1,8618
1606905386372406544:1,20,37467,34754,7065,1898,25907,23460,24820,11615,13641,40062,15702,19387,10452,11872,3509,16084,25128,11742,12990,31717-20,1,32925,33086,19722,27683,25597,18614,21876,4767,35432,12107,19579,12883,31682,32497,12417,3738,20704,1686,23820,34121-1,1,21507
1606905386372777775:1,20,2028,9669,15714,28785,30921,13361,25053,27024,35127,16486,28641,7715,21021,27313,4349,30257,17948,3925,382,10539-20,1,40035,6297,27892,7468,19177,38016,14279,37718,39820,21870,24922,31432,9512,18416,2918,9243,20971,24919,21129,11491-1,1,23526
1606905386372934659:1,20,16857,30388,27933,15911,4575,6411,26794,28802,28517,26405,29554,13616,4409,16612,24505,39061,17288,17676,7327,799-20,1,28945,17582,35094,25901,38160,23109,4370,278,2615,39807,9369,37287,6028,20048,11127,1196,3276,34795,4840,1573-1,1,31649
1606905386373147823:1,20,12797,15917,23201,960,37479,16674,39859,17201,15109,22469,25918,2301,33509,24337,10043,38344,33928,16398,29149,27153-20,1,29174,2289,13986,28325,35148,21239,23459,25637,15233,2125,12206,9218,15406,27295,12795,16401,39701,27946,29450,13783-1,1,29173
1606905386373628685:1,20,31103,25339,33170,9558,30790,28818,20665,20819,8459,36728,19887,32717,1036,3383,8963,27238,34743,448,3114,16241-20,1,39744,24106,12861,39445,26815,31320,1953,16536,35402,37896,20706,21465,36646,26877,28151,14034,17589,22034,7168,11751-1,1,10163
1606905386374060427:1,20,7564,17010,786,12060,16876,31923,25391,32802,890,25654,18843,8625,896,16628,35975,16349,24534,1145,2408,38778-20,1,12034,4171,11826,21798,2880,31096,11207,3698,25891,23401,19317,21246,16931,5335,39493,16294,20908,12271,40050,35209-1,1,26660
1606905386374438030:1,20,19358,24152,33746,36286,29219,25029,13762,23335,30335,24675,14627,30248,11784,14188,4186,7229,26043,32383,11727,5009-20,1,32673,2760,32821,8415,11444,10130,12690,35658,9809,39930,36228,19855,14802,21538,29884,35807,39099,32726,5751,999-1,1,15778
1606905386374677668:1,20,13667,33151,11625,33995,38306,31700,18692,17909,14802,13090,2558,414,18029,29478,20295,8743,23436,18750,10865,40267-20,1,17849,27091,32815,28636,23791,27552,18902,35451,20574,5949,4544,30070,18166,8720,27149,39591,11157,40278,22828,38699-1,1,26637
1606905386375020851:1,20,38839,11069,24521,38716,11866,19939,26432,9279,16593,30665,17607,9098,20537,8295,21253,20230,13404,20829,27076,12464-20,1,24828,34033,4953,15437,12648,28507,8153,352,20313,34066,9667,35354,15411,25911,14230,18604,25515,34622,30255,26580-1,1,25000
1606905387375194769:1,20,2618,9603,17100,20640,23126,16556,29376,25853,26598,29043,35245,6094,2025,10600,17744,22730,37811,22345,13063,8862-20,1,8855,27167,26589,13095,23990,2980,5074,11635,21922,36474,34640,26751,13047,39694,19014,34053,36110,11710,2796,11974-1,1,9435
1606905387375384299:1,20,4017,4341,13946,6022,26451,29906,18962,29908,23959,8673,34893,7665,38283,24212,7060,23774,26538,31543,10724,21251-20,1,15224,26788,3351,18770,8328,23017,13716,30308,39996,15917,33381,39715,30511,34437,12449,28001,34780,26782,2080,18974-1,1,1114
1606905387375551957:1,20,6975,10871,34615,23824,27440,5676,1952,36405,37167,30459,25639,16222,40051,4569,37059,36858,28283,15227,35673,27910-20,1,34093,27056,21458,36498,36475,3734,34743,16491,7832,4222,26237,29536,35113,13717,8424,10483,35186,27671,33978,8200-1,1,10581
1606905387375707428:1,20,26044,31087,4615,30375,38572,31767,11227,18621,37885,5266,38119,28474,32617,16655,557,24580,13156,3463,15082,8425-20,1,39408,7069,35869,18204,33529,3466,15497,5448,39887,2561,16987,30302,1847,14561,12359,35384,19709,33513,1481,22373-1,1,23806
1606905387375947252:1,20,29061,2697,32660,8607,18799,1157,14342,8438,23263,39849,14223,14843,14552,9332,26016,14492,36290,1810,15646,37831-20,1,5910,16287,8790,21053,16747,11344,39580,11635,4905,3656,12658,12530,11637,12525,2942,262,1125,10922,38783,31515-1,1,8067
1606905387376206835:1,20,16596,38296,9554,13536,7773,17636,29367,13080,25524,5954,30362,22904,17829,3312,36684,9737,8267,4367,11798,34812-20,1,9131,27707,35833,7349,30459,12778,28241,19256,20627,17025,5820,32001,21306,6719,34462,1084,13384,25350,19993,9504-1,1,28334
1606905387376469923:1,20,17169,31320,22872,31662,13472,1757,2977,12369,4980,14408,2527,30775,22668,9713,5752,19617,27574,13673,38237,28156-20,1,3113,15924,26989,11940,667,8098,11756,30063,28615,10372,33037,12040,37067,33213,10281,33277,20257,24412,27549,29987-1,1,31575
1606905387376774744:1,20,30363,26481,28161,14954,4755,5471,24361,23304,30561,4580,4544,37221,10272,6495,20835,4009,34446,19745,33916,31842-20,1,30962,32729,29297,33843,36269,30713,19499,36321,30243,38512,36812,12360,32903,23099,7479,35552,5707,25617,405,11481-1,1,19024
1606905387377050219:1,20,1526,24402,17149,5611,14446,10158,10224,28892,24344,31777,26,25545,302,17235,24759,26633,722,33487,20614,20119-20,1,37115,38418,34759,36982,16402,18602,40150,27376,27398,13455,9082,27422,29556,21692,30780,31290,19500,25912,13395,23864-1,1,6881
1606905388377247540:1,20,29970,32467,36893,1257,30982,8555,22658,20266,24167,30944,16849,9612,39226,19010,32636,15096,19663,36603,13904,33055-20,1,38384,21920,38086,12699,754,28484,31449,13608,29131,35061,29887,8809,13851,18410,9323,14747,947,20308,20050,28406-1,1,31127
1606905388377785782:1,20,6095,23906,30792,38987,31822,23522,39939,21436,37176,21387,13096,32600,14411,16958,29343,4466,15781,27406,14079,8621-20,1,26937,25372,36845,26979,4931,35511,29829,34152,16682,12166,13477,1045,27189,789,15847,32085,9279,32265,24036,5995-1,1,13529
1606905388378189290:1,20,30731,27420,3595,38454,10736,20023,34367,28763,24000,16628,24169,11125,29862,19284,818,35435,15888,2396,34929,5897-20,1,15207,29081,7025,11912,1769,18875,37865,18649,36265,12420,23311,18064,17343,29911,13216,23207,28889,8208,15114,38766-1,1,31785
1606905388378454201:1,20,28614,4348,32899,8509,21672,25111,27294,8755,10755,25974,7235,26378,39111,24744,38481,11970,37183,20237,24293,33287-20,1,35655,19014,3969,15484,8407,10809,31512,25385,36870,4124,18746,4293,27984,36630,28411,6908,7254,33805,34457,5977-1,1,11349
1606905388378807109:1,20,6728,9758,4968,1857,34674,10330,25996,10704,8531,13469,38812,39749,19186,30317,26378,9612,6554,1039,39066,1774-20,1,8483,37486,1386,7012,12589,34844,3818,38816,32558,12451,642,2711,29732,10209,11566,12597,40029,1150,23255,29886-1,1,15324
