1606905428501188563:20,1,12244,14253,3671,37559,594,3246,10905,35099,2989,19458,27962,16640,17427,18381,14975,17113,37194,3012,1318,35265-1,1,17982-20,1,34675,77,5570,31635,27901,19236,25005,35163,34715,13647,13544,9260,5263,33798,29523,29644,11117,11578,30268,37352
1606905428501960035:20,1,15430,38219,36337,10942,24411,9042,6662,8909,23305,19539,18109,31612,1286,23669,10986,30042,38678,36278,36259,14420-1,1,15510-20,1,6404,126,23011,20719,7679,14032,35380,28123,29127,8726,21080,31189,31981,2335,13913,32813,17802,16667,14215,13960
1606905428502400290:20,1,12295,14677,10816,24116,29762,40160,33898,27938,739,29451,18076,21622,38435,9822,34936,8718,26000,7818,17391,9383-1,1,13703-20,1,2954,24580,30640,30472,29393,15668,7057,8777,24662,7431,27155,38587,15779,9124,37314,36210,33927,9416,10220,36503
1606905428502881118:20,1,22669,11157,26340,6281,14489,11423,29219,13886,1982,7040,35648,19663,5888,15050,26724,11874,996,26983,13517,13078-1,1,28996-20,1,6286,19372,29885,10873,3094,10494,6207,4821,4810,9898,31314,27471,28917,5752,12713,21651,1175,22055,8813,25231
1606905429503506150:20,1,233,12871,21503,21740,11438,17686,27865,38804,36128,25194,2266,33236,39239,25374,15288,36242,38798,13763,33843,9765-1,1,22791-20,1,1524,38041,16193,22421,10698,7704,33762,36137,38839,6827,14962,8016,9611,30277,16973,1141,30100,3104,34728,28555
1606905429504318524:20,1,39478,10661,37265,32576,2981,25978,3378,4042,6129,19789,13519,13444,18401,38901,6927,14709,24178,24638,15721,14269-1,1,33287-20,1,18329,15372,18315,3641,30440,4630,36269,35936,34564,6491,16920,5451,6630,25766,35316,32553,24212,26466,1897,17346
1606905429505075801:20,1,15563,31086,31968,38085,16589,34838,23448,14881,37179,37035,35662,7628,9570,27925,20468,2518,37723,17102,1520,28116-1,1,17421-20,1,36133,15977,9968,25820,14087,2168,32384,31560,1008,36607,11482,38787,24425,15531,1357,36025,8033,20518,21987,17801
1606905429505512451:20,1,16078,38896,18810,36319,11493,14256,7091,14199,2102,16597,25376,2091,39102,15459,29635,13965,6132,9668,27084,10352-1,1,34169-20,1,37061,1056,8977,30861,17982,9793,15486,24918,32718,864,29450,39765,21955,30722,20312,30888,34270,20022,37976,25829
1606905429506109163:20,1,17568,15537,7845,22442,36030,9978,32639,14812,4203,39503,35929,21631,37586,23923,8639,17497,22344,32677,5944,36057-1,1,29796-20,1,40145,39316,13726,9007,31363,684,6558,35680,8544,34706,20128,9838,20615,8595,23942,6941,39243,14784,115,6621
1606905430506636485:20,1,18442,11976,23940,38203,26697,18581,14460,7295,32015,12678,31311,23995,6284,30678,4035,16306,1686,12735,33479,35722-1,1,6306-20,1,6594,9032,18749,31489,13231,31163,35506,1545,10842,24096,6852,34860,28564,30067,33783,1144,6042,36582,30984,712
1606905430507453119:20,1,49,4974,28037,3732,34048,26183,7717,29654,13660,25535,27731,3700,4866,40102,30070,38637,94,27348,14285,22666-1,1,27196-20,1,4900,1916,20645,14838,18901,15617,34979,35409,21142,23964,16941,19326,25168,5505,38880,20371,12110,18295,9127,33772
1606905430507899863:20,1,22796,6367,5872,21116,4250,12100,3961,25384,12723,34980,7842,25922,8352,7868,38031,9173,16937,39087,30068,5439-1,1,21445-20,1,2022,32571,36251,10232,19037,1696,424,39200,31835,30551,29448,25920,337,24284,24737,20519,13113,18397,5701,8869
1606905430508349134:20,1,19580,15274,26625,35641,23885,19022,25189,18809,36145,10229,6073,16458,36851,8972,27899,23984,40257,29767,6133,24456-1,1,1706-20,1,5325,38433,16272,1614,7078,39502,37236,29735,17209,11912,18556,26417,16385,13365,16074,13748,19504,38651,16968,31339
1606905430509138491:20,1,26353,14255,5489,26560,38238,30164,10560,39173,35128,16687,17272,5923,7990,9393,26000,20634,25930,22822,23638,19970-1,1,9698-20,1,24546,16782,32363,14697,27666,5762,11089,14704,29491,31007,15612,23531,39121,32878,2393,3209,1202,36771,14106,25799
1606905431510031215:20,1,18595,9167,23512,33099,28646,20554,9900,24878,9422,32593,15465,34207,6041,33673,36988,37278,35030,26564,20811,30923-1,1,34815-20,1,26642,12536,24529,38681,767,19680,35149,24594,6048,4317,18389,33736,34855,16431,39257,20938,17043,16773,37442,22723
1606905431510791670:20,1,25539,29026,20180,31778,27522,14803,14405,2612,16886,23395,44,10734,38719,12130,25915,16726,38171,37139,26756,7207-1,1,23251-20,1,6086,7810,23851,19195,25086,29378,39421,20090,2284,35911,31765,29272,797,968,10613,31131,12658,12906,1852,27746
1606905431511223578:20,1,22392,25601,16235,12128,38538,17143,11598,4923,18830,14423,34053,5319,9827,35852,15251,21210,20479,33936,17708,3003-1,1,25691-20,1,30407,24996,35767,25938,14479,33948,21135,25809,38307,21529,20516,13979,22175,23954,34979,37403,38759,36548,9181,2386
1606905431511879083:20,1,32998,39789,16435,8473,17363,37937,13944,31613,9197,25908,34142,4735,40214,1339,21556,17348,26403,26459,24750,13251-1,1,504-20,1,17757,2868,24380,37909,7915,9424,9293,35991,16184,38764,24364,12818,445,6086,22264,12150,38414,5798,26003,20167
1606905432512721715:20,1,11590,4699,3346,29817,16824,12392,20015,932,19461,14259,28788,35522,24234,29516,30119,14097,4640,15097,31601,11894-1,1,10081-20,1,11129,10293,17245,5780,26186,38798,5011,17510,32412,18264,34349,18796,2145,7947,6108,37355,4018,32410,38385,36639
1606905432513489436:20,1,1793,32861,21735,16088,2312,39043,16516,28972,29980,198,35191,2834,35717,9503,28676,10947,29646,29667,37215,23949-1,1,2785-20,1,15067,29350,20672,14408,35935,6158,6624,20597,27090,26903,12680,18174,24735,27838,624,8243,11956,9892,39316,2547
1606905432514050165:20,1,9427,36855,683,7278,1850,6562,24757,19538,1780,5906,16141,19392,20169,39301,16697,7372,16416,5005,4430,33931-1,1,33349-20,1,28036,31776,1802,7746,11475,4919,39897,31256,36842,15343,33864,33521,1720,6184,16238,26166,14973,28435,1091,37955
1606905432514889139:20,1,37237,13960,17043,22488,7193,17142,24790,39132,34799,13587,36135,30444,2560,3336,5269,31291,12798,30777,1897,39151-1,1,14937-20,1,19114,11533,25735,3700,8882,23274,3048,27921,36303,34397,21606,27052,22216,3645,18528,11019,24360,5019,26857,25052
1606905432515355259:20,1,6584,10037,309,39737,37987,10618,5320,5066,35610,22073,33018,31264,17707,2167,21279,1203,14797,24709,34575,8272-1,1,16439-20,1,25611,19146,28022,12616,1822,10766,36667,6449,5269,5322,29733,26878,39215,30770,15671,16624,14428,5057,12038,12304
1606905433515961890:20,1,39452,9400,9846,28823,35532,31401,9717,22365,11987,11260,38047,33549,15689,8818,12115,18968,17766,6686,15455,40036-1,1,35575-20,1,34768,16501,1315,7047,9565,17513,11733,39202,14791,10625,23077,32636,8515,8258,29612,11024,12019,24867,38214,17740
1606905433516471057:20,1,1517,29466,18090,13712,7142,28375,2938,20609,16077,879,19717,13834,34740,16764,34734,7548,1436,33480,18452,27433-1,1,15441-20,1,33753,38202,40205,6611,12730,7978,7303,14010,283,25209,30274,37891,22341,7042,13978,25359,14746,26701,21774,37396
1606905433517181786:20,1,23358,22102,7875,18041,2735,27357,30290,23970,20199,13944,25778,3362,14591,36620,9064,26028,4511,14261,39360,17617-1,1,20711-20,1,1912,39646,36251,35763,887,26164,1914,39721,15284,7611,8429,26886,5490,24555,20649,23512,12766,7808,9009,34577
1606905433517684753:20,1,4453,22114,3338,28463,13955,33184,21499,32851,24619,38377,26625,38112,11561,3799,23204,5704,4891,11596,4657,11801-1,1,32031-20,1,22355,8222,15712,1122,4867,3751,15608,4767,32744,34798,14539,18024,36494,16030,251,551,22687,9744,37446,14872
1606905434518360177:20,1,29706,11890,10832,20984,3732,9592,16433,34329,26871,23870,37947,25825,8154,25019,15950,27672,40133,13734,21857,23151-1,1,34395-20,1,39642,22230,8345,39953,13648,20446,39771,17370,25906,12342,39901,24000,29508,38230,18775,32546,12402,26534,987,25631
1606905434519101916:20,1,34425,1486,35780,31885,17560,13450,18847,22571,23068,6146,31375,34410,29622,8323,10937,20625,931,5262,27260,6982-1,1,34641-20,1,3559,3136,29117,13487,40194,6227,4905,35256,13715,16151,39187,33459,3651,22065,24141,37634,33460,28531,8821,39634
1606905434519888231:20,1,26082,35411,619,9715,11500,33726,22046,17574,5987,3349,33567,21268,35138,29348,15171,30361,20543,29402,6436,20503-1,1,34073-20,1,15900,16563,36130,8510,15436,17072,15258,3262,686,2740,4763,5814,19132,34068,5217,39107,4502,12357,3787,10022
1606905434520359675:20,1,33074,31881,33289,38123,13654,15496,36783,24770,33616,19524,39734,30187,15591,20625,13915,36589,21514,24606,30388,39993-1,1,20871-20,1,5883,6986,20722,32634,16517,11128,12756,7018,36777,40102,26470,180,33091,37303,38145,252,34344,7033,24319,19522
1606905434520806530:20,1,24827,4597,35610,9774,19774,9872,3788,7493,31007,618,17636,27225,39758,9441,8326,4395,569,5411,189,19971-1,1,5476-20,1,31007,12259,33276,282,32612,31303,11056,40268,5104,525,16217,31815,27528,196,17344,19473,38894,7381,16607,34624
1606905435521430046:20,1,7936,38234,11117,5212,22081,32715,38310,34993,508,22051,19225,13953,22879,26035,36632,3722,6185,25814,1497,38250-1,1,23659-20,1,10823,11231,27133,11684,12585,6007,38881,8929,12769,4122,13022,3610,29695,15439,33770,32419,11701,34408,37164,5670
1606905435522207185:20,1,19086,35758,19429,38764,13443,38687,35703,20168,28696,18024,12668,31693,35508,33496,7881,28095,37381,20916,7595,11192-1,1,4090-20,1,16627,12857,10000,26287,19700,16860,5296,4408,6211,23119,32861,30691,17028,8787,36706,5848,25461,35328,19515,30973
1606905435522818730:20,1,38251,24469,9977,20340,7516,29177,39030,28529,6877,19096,36043,161,422,26652,27704,33002,22452,31307,37581,38785-1,1,844-20,1,20622,30810,4065,8190,18144,23205,21153,33403,19659,6690,2608,18194,36145,13356,34394,26990,30334,3007,32952,2041
1606905435523626098:20,1,11031,30501,38916,1234,7365,20997,4685,6498,1498,15404,11391,34816,20622,17360,37773,19490,35298,32138,10496,38254-1,1,30711-20,1,8318,14484,1094,7670,12655,813,31260,31508,4501,10196,10455,2887,23804,31090,29700,29818,36383,26206,12321,17762
1606905435524185741:20,1,40285,34153,18538,23774,9581,9497,7631,36651,26743,11385,9392,39537,14052,32054,12661,23843,10557,11482,5091,27317-1,1,15859-20,1,14926,30703,18218,26448,3155,35658,263,33367,11819,9444,27824,27061,6636,7753,6151,40146,40190,6698,17760,28084
1606905436524880942:20,1,32708,25721,86,4536,24621,4213,32388,15544,15024,40226,22019,18984,38576,9015,33848,2010,14565,39629,37463,35779-1,1,29487-20,1,38276,37586,39718,14378,4825,4076,27765,339,23620,25255,28890,34208,16128,9494,39028,1828,21542,15943,10052,23951
1606905436525468862:20,1,5084,13023,25760,23115,22309,26405,31162,2567,16943,17846,27682,7287,34484,1268,40044,24314,11154,39226,33362,11423-1,1,38756-20,1,39364,30490,40060,36469,23196,38195,21530,25323,28147,16890,27389,28297,33217,20803,1395,26166,29942,16034,2541,27329
1606905436526255646:20,1,12857,24380,30025,22118,8256,16152,4499,6142,12078,5341,1585,24568,14130,22355,18518,35964,28763,16418,34733,39205-1,1,7738-20,1,22223,8726,10591,11433,22586,26623,30367,4457,33666,17599,40105,25244,26174,28438,26619,25315,4488,18365,31517,24882
1606905436526955699:20,1,28467,21259,10300,33057,34710,13678,9634,35728,13967,7491,24172,1482,7646,15957,39880,2559,35153,38066,18274,12673-1,1,11799-20,1,27104,31353,23619,37395,13340,36732,35137,29780,12279,38086,4723,34693,9297,31432,6518,3918,8478,1590,8874,19775
1606905436527416301:20,1,12226,31947,16282,20508,24719,26335,32765,26781,10194,16851,5747,10177,14541,34215,13347,20068,12834,15842,2325,16945-1,1,20721-20,1,10446,3390,1658,36197,17765,34457,2841,32543,35649,36744,6690,19119,40021,22065,12229,27210,38209,14886,25747,29485
1606905437528147420:20,1,8753,16972,23155,33019,24003,10250,32777,26183,24278,23288,26182,34726,28591,1203,34547,29881,17224,18415,31024,8390-1,1,218-20,1,6751,31708,10314,9649,10794,5791,19384,25441,39488,5499,15221,36489,37876,4078,30157,3889,31853,10848,33446,6881
1606905437528908924:20,1,17422,3758,2682,17650,27092,29774,15013,27330,23933,39010,17353,38061,37936,25391,25007,591,28806,40341,12221,37447-1,1,13194-20,1,5219,434,30873,20610,38118,8103,16723,32999,33577,32151,21398,12381,8687,7583,8676,17960,37318,34772,24887,37043
1606905437529434152:20,1,735,33417,30122,11060,570,12142,24810,29960,25023,7900,24683,39140,28268,38158,9076,38491,12859,12707,37159,5264-1,1,26468-20,1,10754,5257,9337,32600,12931,1363,18658,12990,9400,7289,39639,15743,31422,25599,22418,4742,321,9560,40301,40138
1606905437529939027:20,1,387,10639,11569,34272,26112,27876,33228,10468,13474,36982,38510,11084,35766,21721,10630,7600,26718,37067,16720,20766-1,1,25994-20,1,29459,40151,3489,3681,10516,40057,24178,9310,13701,28018,5443,33606,37798,91,37116,34318,12991,25741,26419,35415
1606905438530661114:20,1,18574,37859,34647,12769,27624,26266,22558,21843,18734,10527,39601,24226,16381,3701,21551,25989,17771,20478,14977,5347-1,1,16465-20,1,39885,33715,36257,17939,2596,18487,4122,30500,22877,35085,27875,18878,13215,16982,20669,7457,13721,1287,5304,28498
1606905438531279850:20,1,37518,2993,31707,5430,24712,11268,23561,14242,15048,26713,36241,20821,25303,15504,33772,21355,666,34917,27491,24284-1,1,11552-20,1,15328,27916,11325,34558,27053,32652,17561,38645,33590,2777,2246,6444,20625,4996,12921,12763,24666,34319,28345,12194
1606905438532054073:20,1,1168,6421,36385,19365,26647,39278,14843,6781,33407,36933,21177,22614,10556,22351,36977,22339,10206,31831,31651,29167-1,1,19066-20,1,9051,28885,17680,34506,33955,14936,16785,2365,2149,9991,12761,12510,22315,13193,23220,30275,32280,10565,23121,7663
1606905438532779532:20,1,30104,12281,656,2177,17421,20273,30800,23407,13645,6922,10375,34966,39767,15126,29032,17256,8382,19449,32319,8005-1,1,25160-20,1,5124,17742,35058,40064,40269,23232,10752,3436,20285,15267,38432,20946,33890,5263,31992,18328,103,38660,1424,11278
1606905438533296048:20,1,12004,19444,29886,18560,1539,7881,36761,30961,11283,16309,5414,5071,31862,40300,952,18896,22266,6755,31871,21763-1,1,18806-20,1,8595,21775,33993,20487,13379,11944,20869,30957,18899,26007,27578,17288,40138,2746,32473,27962,20565,17466,15147,19677
1606905439533890320:20,1,17500,18169,35090,4840,27511,37269,35638,34114,27257,12921,22201,29075,13453,27352,18857,31656,17753,27126,26692,30509-1,1,29374-20,1,3334,20750,4664,24690,36341,16407,20060,23729,18538,20166,207,27189,11852,16355,1291,24816,3630,2376,11485,22422
1606905439534906003:20,1,31197,39232,20800,30800,17553,12183,18969,38900,29130,103,1204,27571,7912,14715,7147,23761,641,8735,36043,6080-1,1,33571-20,1,28264,23262,19551,4266,7614,25437,38529,10968,14437,28420,11216,4892,27915,8529,13500,7762,14748,30887,28484,22093
1606905439535506247:20,1,8581,27580,5906,34133,38536,18430,35749,23091,10936,27989,7985,26044,6838,5649,37917,177,27124,12285,7960,7192-1,1,34763-20,1,39921,11567,15125,37776,23041,15093,6026,15553,27416,11359,9040,21618,29214,37624,34700,11435,29201,9154,15062,21302
1606905439536394650:20,1,5069,20037,16809,22601,5677,38531,16920,267,3929,4428,10189,36604,30829,27676,17167,38900,16991,12661,3750,25456-1,1,33070-20,1,29308,18979,27856,17292,39860,33011,31518,29750,8699,6209,19724,33388,2320,34256,35722,11730,24461,31178,23813,34306
1606905440537184220:20,1,11025,4991,1438,20379,25946,2748,30251,35680,27535,34987,18725,28845,30776,17376,40226,22290,21379,18883,36865,33481-1,1,14333-20,1,16467,16990,19979,7301,38901,8702,10440,30892,13606,15391,34821,28622,22643,19756,39355,10359,17471,34441,24760,27771
1606905440537972753:20,1,23400,22289,1405,13207,29914,9373,13355,846,7045,20685,12775,15670,21511,32459,37079,30141,22477,40108,29813,25599-1,1,30735-20,1,15654,12887,6170,4618,34343,28186,19475,14190,3793,36382,37931,12876,1148,9618,12690,23169,11629,38699,4473,26983
1606905440538698884:20,1,7277,37549,12350,3279,10309,37921,168,32458,17475,32199,33397,33162,5954,34703,24780,9200,952,10526,11324,29576-1,1,38497-20,1,3968,5113,10386,27768,25385,19010,32889,32037,19764,32606,12602,13162,33192,39001,39386,31564,24237,39842,10734,7277
1606905440539247499:20,1,3636,31354,12442,17734,4630,9771,22743,2928,30372,35458,18080,38460,4553,31293,4649,1996,7732,5238,5083,6707-1,1,36159-20,1,9326,6736,21682,34553,22928,33669,8261,5831,18010,5875,25418,39325,36955,6913,25133,4016,23227,33314,32017,22600
1606905440539846032:20,1,36740,24295,10154,10544,14667,10048,1434,7489,18454,21279,10539,3231,17582,7262,6468,5929,21472,29150,13505,1961-1,1,35156-20,1,73,18460,31794,23954,17701,9156,19682,35689,37911,10260,5447,507,17013,12293,30483,16579,7434,28654,9177,24179
1606905441540393427:20,1,36965,26852,32956,10605,7709,9255,34701,10365,34190,37940,1935,24208,27069,33049,40325,33038,33785,32231,33455,29783-1,1,26866-20,1,32423,19981,5797,29222,27563,2182,26601,29902,2470,15274,18173,30031,34622,34185,25312,13312,17885,25799,2147,13998
1606905441541064874:20,1,12327,16115,3520,34760,20936,14530,22012,16695,13473,15880,26835,36509,19555,31012,3981,1694,13269,23799,19774,39022-1,1,4199-20,1,18632,23572,19494,1493,13106,2082,18668,5181,25321,20048,8136,16531,17958,18336,15805,38959,21480,14056,35797,26613
1606905441541746442:20,1,23409,16435,39532,33830,36988,29328,4093,17135,38503,34960,6787,26696,19347,15525,10848,33212,22188,8947,607,21110-1,1,28646-20,1,2171,8995,32362,4119,40206,17774,38358,28596,7433,3851,23731,1881,703,1593,1299,10788,5836,20711,27606,15076
1606905441542430105:20,1,39,20934,28616,32264,37419,13885,33147,40202,39353,7389,3123,31798,9745,27353,24675,5743,21152,16332,2605,23139-1,1,39629-20,1,29104,11627,39999,22006,34364,21221,27247,34012,32969,30877,26078,12394,37442,2858,12383,3847,13560,18920,1498,18601
1606905441542829002:20,1,30721,33267,17656,40041,38217,17807,22758,19787,20206,19667,18478,15540,20945,32522,24894,4746,20939,8148,12014,25976-1,1,19421-20,1,15715,1167,1449,3863,29186,17106,24249,1546,13661,26310,1648,23578,3060,27360,10103,17081,34363,25654,15380,33216
1606905442543478344:20,1,19001,13471,39978,27594,29716,15958,19139,31756,18564,26159,4846,5920,5887,7800,40224,24976,19367,2769,6061,2173-1,1,35776-20,1,2973,7886,5246,39940,33303,25921,13001,30208,37238,25537,8628,35477,11546,32411,4218,10056,6305,36285,19392,34703
1606905442544212344:20,1,11119,32391,18239,29738,19058,20644,7908,6141,14097,5430,22971,19415,16065,39670,25238,7477,7286,24911,6687,12044-1,1,25111-20,1,12055,31174,14414,38803,22394,8804,467,13930,38902,3421,28252,37600,20513,2562,26897,13912,6410,10589,3309,11508
1606905442544646333:20,1,16416,31665,18506,23059,28135,22622,24795,11161,1864,2267,36112,14796,23738,16809,22479,20670,24692,33737,36109,16694-1,1,4263-20,1,19181,8121,8721,10028,25660,35040,1581,1166,20875,9931,17456,33041,17817,15968,17547,26578,35605,36662,32823,17665
1606905442545514118:20,1,3261,25519,37434,24490,827,10479,36927,29565,35168,24737,14870,27525,7054,33414,33353,19150,7583,39198,24485,18656-1,1,37008-20,1,25911,24109,773,4875,23511,2932,2028,1324,9815,39420,38658,36247,31501,21879,35029,12231,19357,2184,13627,12117
1606905442546170106:20,1,6075,34298,31455,18332,24968,27926,33684,24925,3291,4154,33511,13525,39075,22387,15242,38054,5142,37872,17204,9511-1,1,34318-20,1,30517,19193,34840,32981,17722,9906,25707,29710,4988,1065,32355,3330,39479,7121,27017,25885,31225,8531,37565,10348
1606905443546907230:20,1,1374,4974,11896,20089,37086,1171,9974,15097,5109,16339,36733,39761,25524,37368,39482,24301,2935,12696,37533,13662-1,1,35943-20,1,3953,32060,15376,12396,26815,21679,27606,1884,39269,30269,37145,13198,1725,7055,36161,40291,5360,20189,30724,38551
1606905443547509918:20,1,24150,7448,40093,27704,24786,21768,15472,24448,24023,27521,27376,7520,11073,7502,2799,13739,25421,14710,38963,33233-1,1,28818-20,1,34854,35598,31920,40063,32928,11078,3191,32172,25923,2433,3144,14941,11311,32705,4144,3258,9471,28485,16637,9520
1606905443548236149:20,1,17794,4376,20054,14781,1513,914,32843,9508,7678,31673,26129,38295,36571,39203,36907,2118,19964,13013,30185,9586-1,1,4814-20,1,21123,20372,33366,30691,29121,26770,1394,35620,3268,9931,39057,4078,25817,14806,19853,37394,36851,22557,38388,1875
1606905443548849312:20,1,26222,38064,28925,29031,13634,28921,22565,31253,27310,21670,8585,21931,12530,20148,13796,6681,2378,31372,19314,2541-1,1,1162-20,1,37501,31551,2897,36064,7802,37825,35322,27444,34002,16949,30545,5878,28521,16737,2426,31645,22699,4669,30001,17324
1606905444549616472:20,1,14381,9146,1269,4408,37029,20074,7330,5023,6358,4764,35744,18986,12221,23936,3787,4624,39459,34161,29343,21851-1,1,1314-20,1,22874,25627,38687,6522,12561,1999,37755,1269,24211,29768,2553,35144,19426,1505,11286,23510,25199,31084,11913,23434
1606905444550442523:20,1,40226,15191,11744,22029,5287,13945,15954,22123,37611,19868,34652,19210,27479,19495,13315,32963,31839,1271,1075,10706-1,1,31695-20,1,25934,17380,29201,6878,16004,7044,14481,125,34811,35924,8141,23262,5022,27835,15129,11294,20734,22686,14700,16129
1606905444551096511:20,1,3165,16856,38471,24672,5757,13544,30405,1172,27099,39556,27091,10689,22368,13999,26192,10251,3046,11723,9305,2198-1,1,6730-20,1,2638,34524,33750,7942,39001,23247,26433,12607,34011,36767,18626,34183,37617,8537,3405,27317,39322,38587,33040,13838
1606905444551930898:20,1,31411,34310,31951,32639,25723,17651,3605,4316,17569,10130,27549,10615,36982,14380,11380,17228,10499,25227,24897,37848-1,1,30936-20,1,15200,36071,14736,10437,28593,13281,8677,27771,2088,7511,31092,12101,32660,26335,34948,7492,33464,17528,23706,38134
