1606905378352238863:1,20,27818,23416,39244,23250,25551,25516,13835,3225,17900,30671,13849,22496,21168,10022,3527,21534,4644,31371,26440,13714-20,1,3830,6592,7623,22713,21793,36851,30951,30249,36485,39482,23185,19027,28006,37188,5331,10215,22744,25464,36457,2250-1,1,18656
1606905378352714498:1,20,4716,22620,27062,2320,3210,19519,38776,1890,38383,8756,35052,34646,10304,24302,6885,25362,12276,1287,8089,37534-20,1,12653,25348,30850,28512,2039,33203,7012,32901,34250,14855,20944,37950,24081,8993,39464,19783,24567,6295,5867,24214-1,1,8636
1606905378352892200:1,20,33073,28563,39430,32304,16723,6936,26634,25831,14011,3159,14950,7797,19819,21399,29425,14084,24305,36691,2386,1558-20,1,34998,10950,7436,34541,35924,22295,33733,36405,28525,1786,35441,37512,27943,20721,14114,17318,5136,20129,32547,36220-1,1,13374
1606905378353083664:1,20,4308,9873,23114,7971,10057,38157,38608,4498,31112,9534,16064,29809,10262,38087,2396,27274,13226,38703,2094,25920-20,1,15881,39067,26358,13369,9442,36975,36430,34465,7292,23588,20178,14646,19201,23271,30016,33829,21806,25970,13220,38245-1,1,23072
1606905378353558937:1,20,31466,30035,10930,27660,1128,12142,16036,2415,6588,22527,33783,749,24118,29823,4210,8754,6314,26102,20651,19030-20,1,21646,13295,4732,16888,38539,36343,34634,12109,19077,29646,4704,37804,16479,30452,8151,4553,9441,9035,16297,29649-1,1,9079
1606905378353959306:1,20,5293,30123,31065,26027,3533,9690,10792,35378,35612,4296,12851,3703,1272,17662,38198,6056,12101,33424,24344,17680-20,1,35467,37415,29408,3208,20296,17473,37547,15046,32397,30225,9387,301,26837,14928,31612,7033,20205,31020,36048,18594-1,1,14143
1606905378354132988:1,20,35899,39942,35205,7657,6825,7619,14338,26611,25397,2250,32092,20389,16109,28863,4950,5279,29267,32440,23889,27463-20,1,3224,40201,36183,6534,34296,3779,30874,6421,27952,27224,9107,5627,30480,34533,1403,19011,5876,18804,17295,3798-1,1,17499
1606905378354408479:1,20,4720,10679,37697,38372,36942,27940,1260,12163,20508,415,19131,34410,18644,36085,31568,6326,1076,24335,2617,2133-20,1,39165,3195,34876,17768,38198,26124,6479,1921,29068,36030,18754,36795,14248,32350,16888,10389,19970,16398,24263,8571-1,1,35730
1606905379354857800:1,20,17935,15656,36233,20683,29951,4725,17664,10402,31837,9097,39513,33316,32721,1322,38065,1001,38358,5883,26074,16149-20,1,29582,39482,12161,21530,25045,7397,28684,17210,2054,37934,19298,31902,26388,21584,37123,28676,26821,33195,9341,33664-1,1,36609
1606905379355122086:1,20,36809,32841,32118,14365,7501,37761,18644,22964,9080,18350,5616,447,3281,22368,20022,18581,7673,25347,35569,14481-20,1,17364,32258,34679,36822,14524,10679,10278,22076,15726,33804,35435,29038,19743,21798,22323,6673,8218,24791,14968,21397-1,1,33523
1606905379355455258:1,20,19350,36247,3511,21893,6816,19123,9599,12452,24030,24809,15630,36085,37649,33845,12024,16334,21470,18203,3544,36931-20,1,17777,26923,19628,28369,27332,7308,2360,37875,12751,1190,16865,6973,6531,27776,2477,35649,4666,20454,37391,38392-1,1,28376
1606905379355890477:1,20,21754,30537,29411,24815,27823,974,34918,30684,22378,13104,14194,23335,1765,7437,9157,17221,26538,29142,16972,9142-20,1,26505,30537,22216,8729,23487,15500,12450,34880,26188,38252,39449,20220,18843,5803,22751,34157,23963,14773,16894,1323-1,1,36814
1606905379356094869:1,20,33390,24607,25504,20278,9816,35906,5776,7610,5312,5848,39923,39714,18866,10579,20967,38071,18286,25901,27378,37029-20,1,27624,7256,8073,33056,8801,35729,21214,15146,39832,14302,35299,32527,24244,18720,10644,19147,8012,3747,7985,10370-1,1,38926
1606905379356431710:1,20,32676,31374,18660,15709,27481,16568,2295,18053,19294,25781,23080,24233,12003,8120,21717,878,374,20864,12818,20872-20,1,22176,3657,32268,2540,26015,6634,11891,5268,11460,17679,36023,32072,6269,1104,20684,31326,6702,3763,38978,39995-1,1,22777
1606905379356950293:1,20,19289,10545,22563,21249,23281,4243,7516,35351,7823,8803,40002,2086,28282,10449,6753,21048,34753,38369,20732,25446-20,1,23202,38548,24051,27499,26360,6550,21671,19079,18648,10588,23699,24913,15983,3003,19245,39050,17837,4581,9306,12156-1,1,11279
1606905380357366453:1,20,2300,25355,5016,8151,4170,1403,11608,8699,36262,31599,16972,9895,38800,18557,18908,711,26103,36210,16927,6133-20,1,14606,17682,35307,3948,38934,21822,20626,8314,28025,31180,10398,13636,1374,19960,1897,6160,21987,31754,258,12019-1,1,26781
1606905380357643053:1,20,22722,33238,27960,19114,24458,33523,25685,15113,29638,20846,10491,21421,5542,401,36487,39490,37716,27674,10370,15935-20,1,3923,27979,35916,16061,12199,26715,22979,12966,28991,320,20686,26166,10810,2577,15650,20868,13541,36610,22545,14131-1,1,3144
1606905380357872287:1,20,5899,28759,36934,30130,34857,27102,26821,31285,36660,40333,37440,6548,8652,35305,848,7042,3549,5625,17543,7630-20,1,16333,36358,4720,8669,16888,17826,30155,22291,8815,25700,32141,31104,23782,10452,37246,12483,20920,12235,8159,23808-1,1,15545
1606905380358381283:1,20,26853,18047,3550,33951,1970,28028,9075,30961,33791,26871,533,10346,1519,23781,4071,33733,8789,30643,31446,27750-20,1,29969,37115,27348,5557,1003,7259,12961,39311,26629,14553,6415,37186,17292,2928,15465,15802,33805,17182,16517,16356-1,1,34128
1606905380358653032:1,20,4379,15654,25115,26463,22415,1990,26215,7665,33556,932,27604,23575,4698,11411,12734,30854,28771,3809,10454,19885-20,1,14588,22689,14167,37099,9452,6944,3084,15484,31744,37942,2997,1180,36016,23946,14702,31603,39711,33475,19133,36773-1,1,31937
1606905380358901126:1,20,15083,5817,8886,14241,36276,33799,19268,2075,6937,3410,12344,5837,23965,11267,35923,5257,28744,12049,33508,32410-20,1,10705,11202,30069,2557,39286,25940,36267,13673,33302,30938,23080,29470,2849,20557,40022,30013,3429,34542,9506,29268-1,1,1885
1606905380359433855:1,20,35042,5080,29283,28228,5313,40150,24339,37422,30933,15575,36546,22515,14832,10853,16917,18331,14422,40199,19637,24034-20,1,14126,26055,24544,29566,4300,7685,34642,17533,15572,2886,30697,13972,21593,20822,33824,352,12027,32262,33734,30667-1,1,21659
1606905380359961562:1,20,19877,24850,23737,22714,2966,34812,21406,10103,6890,25469,5858,21,3776,10206,11231,28964,9698,23678,32089,11437-20,1,30915,34208,1183,625,27013,25330,29838,31344,10937,6730,11491,31382,28944,16147,4466,21828,14492,28725,3575,20063-1,1,21737
1606905381360482836:1,20,39624,35243,21656,39752,36823,4024,11539,15777,38080,1866,22606,4428,32230,14113,37256,20793,19893,38044,17478,22548-20,1,6145,33104,34686,4906,32509,27012,9980,35573,1721,30433,21136,25824,24855,22478,14288,466,15749,233,5365,29457-1,1,21821
1606905381360852855:1,20,18101,20465,16427,23610,20545,5553,689,25421,6890,26913,38049,19713,29191,6229,6437,18422,6045,34740,17775,21619-20,1,32403,28388,7202,12149,34669,9785,37944,11418,8971,1072,28161,7580,28473,30010,23735,8914,28983,31637,18812,30345-1,1,4681
1606905381361267628:1,20,8577,8744,38885,26044,7474,11706,28182,20930,27404,4711,28268,25337,24942,26029,19630,26959,36332,12252,14338,28897-20,1,16002,38156,35985,37052,25775,5095,7443,34609,26672,15708,26686,25376,28063,39772,13804,38364,37810,38558,7541,40044-1,1,21335
1606905381361779997:1,20,19298,32554,3635,25229,32213,29341,34251,15107,18146,27662,33408,33187,29534,11148,37696,6031,32598,6640,36123,29901-20,1,7866,35037,19407,14650,35960,15051,20116,33656,36362,7673,28072,17213,37519,34999,7625,3276,2113,31669,37718,6791-1,1,38709
1606905381362079769:1,20,22699,19642,34952,8756,14015,28022,5620,39377,27834,14384,34669,2390,3549,23868,37348,5643,27350,38506,6966,17219-20,1,35997,26819,14340,2285,17532,22584,13033,31011,6926,10139,13324,24730,1580,23724,3073,32418,33379,21675,27493,25409-1,1,33485
1606905381362506106:1,20,39706,26650,1412,7939,40063,16871,23965,4572,12089,3052,37372,1834,18214,14765,21206,9718,14046,9139,2706,14959-20,1,4197,24727,7943,36591,2798,32722,29666,19787,3509,11352,13429,13145,4363,26773,30028,5085,3585,737,40134,36210-1,1,36406
1606905382362914700:1,20,4608,12325,23650,35191,21458,26634,9825,18841,8473,4957,21234,20514,27346,9379,32705,9346,904,12791,33554,39352-20,1,10609,37347,37607,3166,4943,4790,28556,18254,8651,22285,33096,38976,4572,12524,36851,33887,15404,9732,11783,24697-1,1,27851
1606905382363385704:1,20,32925,9208,28998,27638,10720,37415,36956,19825,20326,29229,18129,23817,40150,11761,31930,31545,37055,13457,12024,1070-20,1,37385,9779,1998,8170,11865,37429,4187,34664,19950,7232,12345,3546,4503,20407,9631,4150,39073,35137,17456,18399-1,1,38728
1606905382363652951:1,20,4541,22356,11809,8702,17749,32900,26160,21965,11899,21872,3159,28899,37068,13930,4222,27517,18127,23934,24386,27640-20,1,14599,12867,32052,2657,59,32987,34598,14845,11491,37672,19269,31309,4897,9043,12493,36063,16168,27103,16870,33452-1,1,191
1606905382364152740:1,20,40255,34277,33389,3444,24657,7254,31102,14337,27514,20316,35381,38315,8855,32977,26429,6297,40083,37797,5372,26668-20,1,32929,15107,18994,13743,39926,14475,6685,35712,30697,38976,23907,31533,31325,30341,1767,8137,26264,34685,15624,21958-1,1,7234
1606905382364340784:1,20,22806,14386,37807,37481,38529,3917,26269,33658,14692,3051,32730,29236,13027,25298,6597,930,14445,38740,12818,24146-20,1,28421,24065,30623,9049,8266,40114,5935,25669,15783,32706,8080,10516,11002,4585,1451,9140,5696,12353,27681,9034-1,1,18406
1606905382364592528:1,20,27899,4488,21770,22170,33875,37038,17505,828,13184,18964,14831,2838,26433,9392,5558,22804,34925,15864,31300,17361-20,1,12052,30877,39912,2847,39844,11965,39984,8552,35521,38819,16240,18344,24276,36008,15146,11921,11174,35800,11036,34242-1,1,10044
1606905382365118027:1,20,32613,34165,2849,35529,31415,5356,7050,27848,3619,28126,1977,20233,33943,38393,17230,3539,31975,14536,10745,23756-20,1,26610,21119,34092,18278,31599,37488,18932,35426,39612,34041,24580,17908,39834,5545,32084,36026,19481,29741,34418,18237-1,1,2107
1606905382365635650:1,20,32334,913,33111,16234,1038,9098,36306,28780,34945,32631,14984,19149,36380,33441,36623,25530,12460,10394,4364,14719-20,1,37309,1812,27204,14461,35399,21598,39979,14677,31965,18273,28835,1138,1490,38194,14736,39898,27617,30051,16346,33089-1,1,9753
1606905383366167098:1,20,4544,24456,24445,3160,30515,36218,1798,8590,35849,19006,24984,20536,1131,25777,23951,10946,28480,23368,8431,4639-20,1,23280,4547,23992,10229,39609,9164,10905,25762,34057,33289,7398,5361,18322,29897,37033,19802,33095,26058,34239,5274-1,1,33145
1606905383366550376:1,20,16290,20971,523,27194,39524,14437,30582,30606,38047,30361,38724,28408,22480,12540,31448,9598,9084,1543,15956,15967-20,1,36863,15943,20698,12138,33238,38376,16143,13922,26301,23924,4069,16136,285,16678,19100,34728,35014,29366,28739,4100-1,1,33224
1606905383366880042:1,20,4927,21926,38165,24039,24104,14281,17900,37156,17404,32700,862,14017,31417,31476,21699,31884,37541,10196,19797,35123-20,1,38458,29060,7822,19155,18734,24099,706,1839,2575,24617,12370,31929,2236,14820,4195,19635,34597,11193,28302,26916-1,1,38897
1606905383367333484:1,20,18820,20307,34346,29406,35822,5560,12123,857,38636,30435,10589,16046,19172,1638,30487,20731,33648,24568,36344,6696-20,1,7619,24537,10403,7853,21216,27967,5378,2985,12346,16423,28178,25252,26190,27354,6520,32981,6353,27183,18408,19775-1,1,16478
1606905383367513917:1,20,20881,32022,21042,31180,18223,33689,32716,37618,14307,24687,159,21676,36556,27926,7492,21447,37350,40117,8674,17915-20,1,10181,37545,40110,26525,21756,13117,2899,36838,28976,33030,8506,9844,24039,33198,39860,1908,18856,29976,10923,3279-1,1,23582
1606905383367814719:1,20,32920,15934,29271,11121,23381,24085,30512,28444,9124,13017,6096,12181,30654,36725,27220,1892,31249,4574,37208,30351-20,1,18412,33567,15887,34190,40059,39291,18436,24846,16083,30927,8992,58,7939,38714,33789,26967,30131,26076,30664,23112-1,1,13317
1606905383367999413:1,20,35169,7789,7828,15408,10199,26467,36372,26908,40252,34290,16359,10654,38448,33019,29700,12009,39158,11693,36375,2500-20,1,13298,2032,7757,15885,12805,37518,29329,27087,5633,14724,21986,33556,28872,32909,28622,19324,4111,10748,19044,24212-1,1,11632
1606905383368196229:1,20,3198,28808,13082,9307,18735,39161,11211,2354,30657,15535,25647,7657,26129,33988,9627,10495,18810,25778,33162,33640-20,1,17964,7827,769,16584,1996,10939,14974,30841,37299,32298,35172,18536,19548,3744,38170,14362,5905,37933,12367,4085-1,1,14736
1606905384368373032:1,20,22810,4840,3927,25183,18838,35558,19401,6196,19526,17815,4063,30040,14128,39444,22141,38750,25165,3982,3141,35238-20,1,10434,9415,34117,37659,24728,5281,37940,28618,527,18660,2158,35597,7868,36457,36982,10821,1155,557,15845,14007-1,1,39045
1606905384368588798:1,20,18640,32340,38714,21831,5743,9868,17152,22758,32629,9558,35246,14600,2354,23356,33632,1622,9865,39204,39061,25496-20,1,18534,28487,22560,19537,21138,6048,31896,39723,18330,33142,34745,40127,29954,56,38358,26995,27355,31788,14601,29018-1,1,17550
1606905384368870063:1,20,16487,27825,23749,23161,31376,14856,19389,27606,2018,1629,326,39304,28884,10573,35827,13318,26751,24788,6505,7964-20,1,30360,7444,17577,3386,1,21290,36000,14186,6195,35924,2035,32536,24561,32227,25721,39684,8268,39817,5153,18949-1,1,4368
1606905384369059200:1,20,18622,2227,37233,11787,18113,3040,38262,7613,13898,26820,23913,19723,6619,1495,32372,10062,26120,29393,18218,20264-20,1,13874,10795,7389,38007,4298,23478,4972,36379,7183,13127,31931,11513,15754,30097,4169,8206,16588,21133,33653,2037-1,1,16266
1606905384369359791:1,20,36559,35512,19279,34213,7652,22388,2873,37478,6463,8587,39678,14906,5271,26940,24923,30865,17575,5835,22974,13601-20,1,20887,36595,15182,21788,33556,26068,13266,10554,21369,14792,19808,34262,23131,28285,35266,15159,21473,12681,9025,19152-1,1,27610
1606905384369538837:1,20,20337,20080,26347,29947,36133,11866,34645,37974,15416,10455,33095,35142,14232,12953,18658,37353,26910,2557,40026,13894-20,1,35496,36573,3757,1797,2842,38784,7997,5649,20601,20555,34224,11229,39802,29248,15242,37776,8602,9229,2020,20349-1,1,34548
1606905384369726398:1,20,29746,29003,1779,27091,36065,296,25202,39717,11325,33277,38305,5398,1116,36324,1359,33659,2853,21689,6465,21838-20,1,1362,5200,14283,7372,30927,35893,31852,9268,28190,34593,7437,38933,11875,13063,17173,987,39877,15804,34704,31935-1,1,7208
1606905384369975869:1,20,4016,37978,6988,481,29791,23193,3093,10378,9155,24769,28604,13086,14410,18522,22165,3612,15457,208,19894,20522-20,1,2924,31961,7892,21918,28971,63,17028,19333,21522,11059,39632,33491,12261,7007,18314,29293,13615,25171,1910,32263-1,1,8706
1606905384370166181:1,20,13635,38886,15947,39319,22293,38929,28951,33068,2850,24034,2084,28210,2996,33794,12309,19388,33532,7551,33719,14983-20,1,23982,25365,11042,38169,35016,26332,6172,32421,19213,17522,13135,26528,17121,12978,35512,846,38123,33981,17692,11658-1,1,37832
1606905384370349765:1,20,17976,36985,17487,33153,5653,2305,7440,32149,23410,1850,33838,11100,9874,34586,14994,15535,18279,22457,21770,23965-20,1,3460,36221,39598,35350,4642,25034,2312,16006,9907,36157,5003,32472,19756,31066,27358,15814,36180,33814,16969,2637-1,1,36639
1606905385370517214:1,20,31854,38960,27963,22556,14335,3590,1836,19973,34921,30714,9863,32296,4616,34717,39643,7096,33742,8495,7452,18524-20,1,29394,33903,28096,5052,16535,37672,24011,32599,9473,33320,33003,283,3330,23935,2378,22442,29287,11055,4122,27420-1,1,33894
1606905385370666229:1,20,16611,4025,32890,27764,23860,24250,6984,13349,29135,2473,12797,23110,24595,16490,25477,25050,5978,6009,13361,21810-20,1,21839,3414,11900,8803,19329,27900,39872,32996,40275,29579,2605,20882,21368,23672,34881,1744,29182,20979,93,6886-1,1,37142
1606905385370848712:1,20,6474,104,40263,20131,28695,29125,29349,4089,27149,19224,23337,33128,23821,17690,19074,19728,29801,21925,38761,12686-20,1,15002,17420,23679,33352,38949,29652,5992,30182,23190,2626,4547,23088,7439,36065,30866,7643,13571,30306,22872,36344-1,1,27102
1606905385371396675:1,20,3548,31583,15337,16587,16141,9469,3779,31554,30096,4868,12347,32794,9643,21455,13727,20101,27879,37095,28187,35503-20,1,35860,40034,32845,36163,34342,17893,37269,15888,30051,26598,34783,10196,22213,26190,28084,35693,8208,6425,450,13757-1,1,34980
1606905385371645507:1,20,2293,33768,3918,1012,30754,31333,15416,32588,4051,3000,10325,14635,8980,22451,29242,34335,26884,10336,11258,27787-20,1,16085,16565,21628,38496,2545,22670,6239,20463,36033,32970,8845,31135,23290,13005,27487,19042,15574,17228,6404,35745-1,1,31159
1606905385371817594:1,20,38171,21130,19382,17708,36843,11614,17058,30603,2186,18067,6881,15511,38156,10609,14366,1141,38691,13427,6332,9347-20,1,28754,5616,8073,37435,8444,39505,1375,27139,161,34765,24680,12750,10503,39532,9065,20379,25978,12990,10532,27848-1,1,11338
1606905385371982399:1,20,19513,35571,18226,9445,1551,20561,32039,33400,26485,30842,24503,35021,17919,8660,34128,8596,17860,22361,14460,10228-20,1,14795,5721,28896,15130,35184,14836,37132,21548,32732,34250,39873,17375,40122,23278,28730,2210,3326,25378,12048,3966-1,1,15332
1606905386372181519:1,20,26200,15459,25032,5233,19663,16857,37945,25244,11473,28020,29988,23890,22539,23737,35408,3096,36967,14275,25759,33489-20,1,35948,38240,6912,17535,30613,6841,24575,25982,11170,22814,25865,10705,40303,39790,28581,9904,35589,12786,27761,5428-1,1,4666
1606905386372406544:1,20,23361,4701,33314,2315,3096,10941,33428,29019,14541,15111,10480,24307,15082,12334,2778,20053,28835,29921,38358,23294-20,1,18355,14114,21396,10454,6266,26263,21670,19853,21949,26911,36205,16588,22395,24497,2331,30482,35729,18194,25124,8719-1,1,31316
1606905386372777775:1,20,8193,8419,5515,23082,11868,23878,1222,31424,18987,35948,14341,4482,37870,20556,7018,34204,23088,28519,7753,9255-20,1,33673,10423,23382,32544,16565,9348,19718,15588,40278,4594,11282,30651,12582,31237,29956,34553,20301,5797,12343,10363-1,1,31260
1606905386372934659:1,20,13469,8052,5706,25432,6474,3318,18181,6742,12875,14835,14394,39690,21673,4882,26477,30810,34233,32533,7250,5147-20,1,27423,29685,9663,25692,32496,33765,19414,29184,8358,6426,6141,19579,39050,23462,33989,18707,20565,31340,38431,30563-1,1,17850
1606905386373147823:1,20,24704,35343,3466,2894,28366,6577,30127,4674,16302,16285,39932,28043,31820,30141,31579,4593,20763,31445,8416,21042-20,1,31960,13539,28559,5367,72,37971,28015,1961,39384,4372,4508,20126,14895,5551,37575,15231,19835,17076,923,29128-1,1,22224
1606905386373628685:1,20,19723,22982,17427,12553,26332,27135,5526,13152,20289,20902,27519,28064,24236,37894,5363,37568,13016,26206,4860,3860-20,1,26122,32396,336,19799,26306,31314,22740,650,30553,39239,14276,11727,39038,20734,20964,2068,22914,11108,37065,15006-1,1,35837
1606905386374060427:1,20,15627,13870,18871,25849,35065,5632,40192,33512,31029,28677,24711,10229,26134,4604,2800,18638,16438,35853,34108,33448-20,1,35231,3546,4528,1656,20599,23331,30488,26863,30233,12714,29781,40094,38134,19551,1189,18819,2194,7997,11929,17999-1,1,22077
1606905386374438030:1,20,19244,24296,28393,17630,1052,17965,26012,14091,29316,14637,37813,7100,27172,21416,35239,377,8828,23282,33393,22385-20,1,40158,22198,29695,26921,21832,34974,32077,37878,31593,32187,26008,22154,26583,23044,19080,30131,20892,11783,10090,3494-1,1,20512
1606905386374677668:1,20,15561,2525,16705,21946,39504,11953,22264,4595,27182,12162,34263,37058,7429,34738,15514,7641,12955,34119,24840,23729-20,1,22645,21934,26051,32797,22995,11482,9631,31531,25140,30094,19589,25033,21616,28877,25737,17135,7402,27015,26288,24215-1,1,10651
1606905386375020851:1,20,15535,27138,18633,18824,163,29030,39170,23474,2060,24851,25186,15046,2215,27795,13233,27544,12344,11117,3481,2370-20,1,34009,33308,34457,12105,12193,8502,5145,19178,20183,1214,5167,17404,15591,18589,4770,35546,39997,26136,10326,25345-1,1,5593
1606905387375194769:1,20,145,25232,37579,8446,24979,35692,13491,22,20817,27869,12842,26226,28217,25787,18100,30115,21701,23493,21728,12217-20,1,30274,4473,37476,16475,39810,37418,36391,30743,32121,34968,20334,22780,39535,25766,23314,5161,30864,34103,3287,2433-1,1,9742
1606905387375384299:1,20,7332,19543,39396,29632,2810,22946,38430,16535,4067,34006,12672,5497,19736,33833,10941,7466,2924,32506,24621,35917-20,1,8938,24046,37589,30314,38988,29112,22362,2910,9718,35678,17012,14268,17753,34439,13879,12704,15102,18846,27538,4557-1,1,25748
1606905387375551957:1,20,1837,13013,17625,4413,21230,26727,10212,17764,26717,1809,34625,32256,30677,23661,39465,25556,32703,20910,15274,28289-20,1,24950,526,20353,34731,8605,19454,5841,22498,14054,27979,35760,22799,37544,30710,35708,25252,39984,30463,25317,30470-1,1,25820
1606905387375707428:1,20,15707,27134,14446,29493,28014,7534,5403,33511,18745,12476,20568,38108,3292,5727,36078,26389,37528,20316,39125,39945-20,1,31836,4015,8520,23218,690,3127,34430,24212,5425,11327,36942,28854,12729,36978,40163,887,4246,6163,15261,27128-1,1,1682
1606905387375947252:1,20,32460,25382,12949,39028,24976,7767,20826,22692,1868,37625,11767,5317,14536,46,35527,37770,11130,38136,33451,29793-20,1,27095,39554,27909,9594,21597,8868,8948,38735,25552,18675,17218,26799,38349,18873,16078,36115,31295,1734,29545,24290-1,1,31077
1606905387376206835:1,20,1149,23110,30205,28410,3453,3497,2905,16572,39563,1539,27566,14168,32603,5938,32758,20174,13379,21121,5900,1613-20,1,20924,5860,2553,21344,17059,8591,334,14487,3012,13203,30943,25826,31257,34074,29499,10429,23971,2248,15476,25464-1,1,20835
1606905387376469923:1,20,31778,20646,22090,17737,33996,4986,36972,26356,25513,17116,20060,859,36767,13807,10853,32497,22389,24760,13364,3701-20,1,18539,16179,9887,953,32445,22968,10203,20882,32875,15257,31825,16365,25072,11819,28371,25319,11780,8791,18296,24211-1,1,20336
1606905387376774744:1,20,32592,1154,20523,17476,18090,353,1263,28070,33314,17251,8075,25778,19889,12026,21030,32835,19810,29881,15648,38351-20,1,5655,28922,9421,22993,33401,36855,10976,457,31821,19942,13000,16795,37489,1378,36531,16986,31803,23997,21454,34395-1,1,10415
1606905387377050219:1,20,20514,29366,2068,16406,23463,16991,23101,3101,37714,22312,15297,27390,8518,26115,20932,25705,32453,11302,4065,29813-20,1,18509,32393,6794,28518,32710,3062,3031,20428,30820,7177,40242,37270,18990,31304,8850,16878,23396,32998,29397,27768-1,1,13987
1606905388377247540:1,20,31449,27283,10552,17397,14528,7235,38782,398,20471,28934,37605,19075,27069,3946,34531,35025,20181,16272,7581,1523-20,1,40333,13918,18367,24884,33446,14356,13838,39360,28410,2523,4590,11729,641,19819,1248,8778,36996,11382,33972,29999-1,1,28495
1606905388377785782:1,20,3055,39069,35903,4443,4922,32616,7879,14589,14927,22272,8995,7372,19136,36612,22308,11081,30629,16829,7895,1892-20,1,32149,28712,33631,20052,8174,12634,31146,38010,31948,23332,21626,13024,19328,28766,3507,15669,20645,4930,29845,4346-1,1,5033
1606905388378189290:1,20,30445,6517,7460,39093,487,17315,14065,14655,35268,6331,18945,23316,2664,39920,36948,19195,7001,16765,38498,1566-20,1,23124,6446,7286,2640,6945,25409,16667,19434,32384,11974,32151,31366,26038,12207,24680,6643,28423,11344,35388,39844-1,1,36992
1606905388378454201:1,20,22489,921,31475,27527,20479,9639,13345,15437,31006,11764,33321,324,32776,23523,27780,11777,5442,25819,1449,24859-20,1,2218,18725,23684,3316,34904,15385,12519,30094,81,28884,36908,7182,33744,39342,4305,25976,19030,5705,12180,33151-1,1,8177
1606905388378807109:1,20,5819,21957,27890,29584,13801,33408,20527,16297,22752,29395,30199,9112,30139,3363,9455,35343,19640,23756,32299,33893-20,1,29665,17270,17723,33729,28903,32364,25864,11038,25296,13668,11299,6972,32535,7630,32446,19755,4771,22028,36863,13079-1,1,7712
