1606905428500353326:20,1,827,35449,8984,7089,3982,3188,4414,24402,38907,35633,5313,8542,37446,21444,39238,1466,40040,24456,14298,2055-1,1,24402-20,1,9104,26044,12486,9356,2333,33776,12397,1469,39914,2899,36990,23685,31232,8947,1011,2723,26697,26566,21648,337
1606905428501188563:20,1,570,37912,12489,18574,13519,3191,24167,18567,22052,18627,27876,24485,23187,28894,16390,13623,15815,24753,35285,34988-1,1,26328-20,1,6626,19231,36466,35302,2629,19567,2955,8191,18809,25356,12732,26866,20876,32206,17963,23865,7870,36130,19719,7198
1606905428501960035:20,1,2162,16752,5438,29843,316,6252,24315,15452,20477,36549,7352,14181,17868,39246,8514,32033,5788,25897,35484,556-1,1,19380-20,1,74,31844,35178,29978,22639,17110,3523,21186,17844,24036,693,23095,9627,39385,37078,30668,10873,25973,17620,16487
1606905428502400290:20,1,16484,23061,23458,11699,5197,2875,7135,13734,31618,6140,9786,17001,19262,36663,16171,22523,25053,9800,3057,11298-1,1,33081-20,1,26843,19646,11641,13012,27586,16357,39846,38939,15180,5274,26666,17561,11225,15358,24679,36873,2996,23606,15796,37918
1606905428502881118:20,1,2096,33210,35641,3934,15414,27903,12001,11908,3292,7092,6311,36658,38355,4864,9793,19417,20557,37977,18522,8360-1,1,9352-20,1,7714,21348,9658,23760,7718,1271,19270,13817,3083,36862,12549,7732,17125,3673,35673,3768,6228,4804,17037,9882
1606905429503506150:20,1,6432,38037,36533,23493,27207,831,40175,14710,32039,32378,2751,28316,20501,13271,35441,3436,20625,19599,27671,32868-1,1,31045-20,1,4774,24028,5925,37887,33355,38321,24993,9594,39121,7704,24208,12122,9069,13776,10086,22503,28000,3168,37478,8020
1606905429504318524:20,1,39635,22175,38205,36109,30634,26345,24348,21739,27958,10816,39501,35708,16919,39983,12239,20250,12939,10847,17150,19893-1,1,13326-20,1,2996,36362,35881,30127,24121,31647,8107,37219,34398,15551,32503,37755,7043,12077,34393,17201,954,13182,27229,37750
1606905429505075801:20,1,2361,19011,11766,40187,1579,36360,17020,33417,30854,2613,26393,29338,35814,27622,6579,17031,10384,12234,27234,22741-1,1,14461-20,1,38926,37550,22997,25819,13638,33573,39595,33995,26046,34396,5308,11509,6568,37595,19815,6529,19510,38408,39395,19903
1606905429505512451:20,1,7157,43,24693,9872,6316,25429,12653,12116,27097,6616,38470,8013,3080,9252,38907,11536,19031,16974,34690,6818-1,1,12101-20,1,26468,28437,1191,15941,39016,3512,12502,18392,38971,12957,8795,17974,25531,26628,14455,29004,39446,24953,24140,36058
1606905429506109163:20,1,12088,26253,9232,22008,11903,13262,4708,23625,27319,18784,14226,359,18476,30911,27057,16448,10050,34311,33405,23448-1,1,36130-20,1,39531,25097,33161,7202,13091,13445,38817,18152,2555,3992,26465,17540,19881,2831,23021,24919,10896,8923,26816,7032
1606905430506636485:20,1,38228,20613,18231,21388,28013,20618,11605,36438,13175,15382,34118,15651,19981,27159,2460,39731,579,7070,36722,17373-1,1,30726-20,1,34672,6314,20536,20666,22372,4722,37642,29862,37598,19516,39982,13699,27872,20190,4434,38149,38684,27124,30214,16537
1606905430507453119:20,1,2150,38102,4298,3714,21065,14171,10946,37455,26881,2933,11365,13466,29363,7592,21333,11194,3400,38834,16393,20415-1,1,21638-20,1,28343,6762,1725,32010,7125,37441,5593,22921,6013,2911,4991,18264,22642,1215,33762,17609,3339,35763,23363,17361
1606905430507899863:20,1,31950,14607,17020,11617,23067,36866,29050,16888,18300,15678,32366,31879,10812,26915,5062,38760,3344,5667,7627,28600-1,1,30845-20,1,7724,13777,9619,6220,2635,21606,29168,11053,9148,35575,11770,11839,5446,35660,30654,6490,24279,32205,27898,37967
1606905430508349134:20,1,30313,9031,17176,30363,17764,26864,16447,36875,21702,12397,15492,5933,1485,38549,21192,31002,33545,36387,20217,21787-1,1,33807-20,1,20567,6890,23933,29795,18793,15903,11082,23669,37742,34038,28463,24979,35448,11875,10550,22184,27927,34775,35040,34505
1606905430509138491:20,1,7797,33957,1516,26257,20177,10421,25611,31830,8346,6840,28343,40279,23322,20268,30505,30094,8015,34505,20888,2731-1,1,37127-20,1,14056,36867,28515,34742,39652,29848,16160,34141,13465,14810,27314,32087,40316,35672,29263,20237,39909,38156,29947,31505
1606905431510031215:20,1,28790,19143,21132,17714,13617,28634,38281,23319,30343,6009,32000,25935,34370,25233,5188,6195,27389,38254,20644,11667-1,1,32699-20,1,5034,18836,4614,23539,4054,24907,795,2313,22884,13311,8445,31674,37681,30999,22267,21591,30572,19783,146,31898
1606905431510791670:20,1,17261,21892,10085,585,5143,34725,5868,19543,32076,16540,8677,9031,33106,38947,26992,22809,14350,38661,11283,3671-1,1,13192-20,1,13248,20579,26610,38695,24951,14049,8502,30459,29678,22255,5827,23044,23495,12466,6532,13658,17196,598,27602,29233
1606905431511223578:20,1,26806,39674,28069,17494,23515,19208,34199,15550,17273,28948,17090,4697,125,15045,2977,24566,21624,39190,8177,30424-1,1,18616-20,1,12746,5445,12553,37883,32685,36906,15016,39733,17707,39935,27104,32276,12442,16754,6843,36533,39228,10804,6710,15830
1606905431511879083:20,1,26488,24744,14532,26853,38581,14214,8129,18963,30504,2658,28394,31021,9911,519,14475,18525,6855,10478,24010,19745-1,1,21801-20,1,16889,7800,22395,9731,14015,8912,23343,31066,26114,29210,22234,24338,12121,4343,16631,12396,34878,29584,39546,18607
1606905432512721715:20,1,12793,39538,2905,12283,30377,12159,8702,35777,12541,10454,12135,16771,8041,32695,22463,5685,19889,37733,6143,19850-1,1,13081-20,1,26603,15930,17733,24110,28762,17222,3102,7623,16316,38101,5735,14124,35958,32647,23692,18221,26554,12860,36019,7057
1606905432513489436:20,1,22184,7257,37506,26858,26740,14285,20615,29075,20859,31620,24536,36070,9083,2080,7726,15736,10076,40299,26060,14628-1,1,2076-20,1,26546,6529,21838,11416,25680,17475,32928,27271,414,5676,12039,6529,16894,38983,5100,35418,35431,3344,5770,5986
1606905432514050165:20,1,5987,32950,31340,11970,21676,8159,12779,15514,8241,1271,15531,33222,35486,14550,25141,23220,38938,6441,15781,4491-1,1,10282-20,1,22731,16080,34935,21854,4482,26472,9577,112,32661,22321,18732,10870,36415,30820,17819,25574,1706,6337,7756,19991
1606905432514889139:20,1,34313,20679,37425,8685,35101,6827,36183,26855,17024,28259,14464,10982,21270,7987,33674,38512,22041,24801,21315,30029-1,1,15347-20,1,18899,37600,19279,13232,13050,2666,4174,12568,28729,15894,10684,12004,30263,26930,24708,10519,30123,9173,29262,10078
1606905432515355259:20,1,32975,3802,288,37726,12535,7613,12561,17938,20204,36329,35468,37967,19341,20926,34961,35620,13679,20853,12738,35154-1,1,24092-20,1,28712,634,3528,26948,15709,27850,16835,1602,38926,958,16561,38447,27156,34356,27926,7447,13784,7883,7346,2498
1606905433515961890:20,1,18182,10202,18327,26676,34679,32290,5349,27271,34521,37576,23575,11865,568,2878,11979,28841,31339,32225,1971,21304-1,1,26623-20,1,7499,23235,4734,11303,5835,35106,16474,12994,16007,26090,36050,12191,27762,34917,28265,11314,13613,25284,9439,10413
1606905433516471057:20,1,14065,27826,24326,23010,1602,27093,37887,18864,38490,21660,30225,20658,38784,23173,15990,15875,4492,32468,9457,4236-1,1,19007-20,1,11711,17397,3732,38080,40087,28520,15660,31422,22334,37571,25193,832,39214,6091,30701,30488,17075,35673,13768,21596
1606905433517181786:20,1,15269,27341,10752,9138,23770,20976,2027,31677,33896,11319,19878,12826,19759,11052,28662,28104,21544,33810,24248,12823-1,1,20199-20,1,33691,36836,36078,4047,19852,26093,6103,4245,36244,35088,18660,34192,25634,16002,28546,8652,35224,16924,30428,38785
1606905433517684753:20,1,23021,834,34247,24995,25152,26524,13493,27815,12526,10275,19615,12517,28322,9859,29742,37211,19549,19509,12448,717-1,1,11933-20,1,15504,20249,2634,4582,37993,780,13404,39527,6082,36899,37394,31336,32595,19413,7279,33771,2354,24148,13597,7617
1606905434518360177:20,1,11150,21956,36212,30858,26816,15700,38535,9045,9468,16846,24417,21695,33309,12943,20345,22594,437,12357,2981,15810-1,1,7776-20,1,10576,2439,17154,1859,33727,20595,28006,36650,37551,24014,32859,24424,702,6689,4593,33034,39467,22731,17002,30025
1606905434519101916:20,1,1288,21063,13015,13628,17658,11777,2803,39624,7353,7310,23868,12350,37062,15979,29628,8952,17880,19235,8927,34204-1,1,34785-20,1,7085,13966,10843,27605,17159,33159,8844,3524,38581,37940,13693,5777,38768,24327,17748,37497,36116,683,30202,29477
1606905434519888231:20,1,20930,34050,22871,23013,11446,3395,7160,38869,21852,37495,12752,15803,31718,36343,21477,13296,14799,10372,22095,15057-1,1,35187-20,1,32376,30233,9452,20972,33068,4684,34625,2218,15455,1540,14160,22440,19260,2424,15075,17549,11236,34157,12790,16114
1606905434520359675:20,1,32416,22398,6301,14166,27493,15701,26889,37936,9380,5519,2460,37358,15788,18374,36766,19341,28905,16141,13986,37942-1,1,27014-20,1,348,4811,28858,18522,36144,36613,39082,20988,2364,28964,15437,13149,15632,33028,28718,37743,33322,14210,39547,9081
1606905434520806530:20,1,6735,35451,6415,31683,39760,24010,28160,3945,27845,28413,36955,27662,6382,26081,1784,24832,35709,16128,2586,34958-1,1,23262-20,1,6423,22404,13469,21851,29879,31651,24917,30898,24426,39456,1700,20520,30754,32111,13893,5136,14807,38095,13575,14417
1606905435521430046:20,1,1551,1825,5721,206,37979,22459,33099,33865,13064,24232,16289,19949,30672,35303,37223,29801,3839,17633,3780,9134-1,1,24306-20,1,4435,2643,21363,13423,33057,35132,13447,4660,33906,5712,13499,519,26239,8113,23504,28011,21928,23625,2502,4642
1606905435522207185:20,1,574,9356,29448,881,13375,7815,6189,29103,13526,24899,7079,36736,4106,38557,7031,10683,8261,2247,18639,33562-1,1,19815-20,1,66,28580,21062,30368,14320,2428,29018,4962,9525,7677,6074,17276,24746,14136,4249,21131,10457,8855,12663,38066
1606905435522818730:20,1,14181,16751,35044,5764,6446,29647,6141,13896,31273,2693,9486,35640,15896,26633,20914,13259,23803,475,19124,19800-1,1,14601-20,1,26922,39893,33675,20491,31954,29458,33786,10059,37919,23452,14307,27436,12987,16612,6700,39968,24640,16702,9929,30480
1606905435523626098:20,1,23533,17447,25504,24980,22002,8367,11713,15221,28288,8097,19595,20010,2814,19916,8785,23306,11339,15703,37162,13750-1,1,15595-20,1,24770,28942,29663,17630,14146,8099,39268,18202,19531,15028,28466,25222,17255,36454,35814,33598,16092,24667,36584,5792
1606905435524185741:20,1,37853,10264,10209,20420,1713,2913,37535,23401,26177,7962,21579,10744,20638,25531,35003,36561,16119,35368,16080,16371-1,1,24764-20,1,38151,20756,2685,2914,12411,9987,18858,38848,40243,1754,10654,12255,24244,19190,26579,9600,5978,40170,20042,20970
1606905436524880942:20,1,21784,36635,22410,21241,28438,5081,12838,17934,25040,25844,37904,23739,32149,18270,17056,29205,29553,10314,5668,3990-1,1,39029-20,1,33004,22410,32246,27043,37546,9716,11707,36701,23341,19521,28954,7809,18870,35632,6743,21653,27728,25728,28794,22633
1606905436525468862:20,1,5392,5785,19950,6354,5973,985,28194,33277,9864,25830,10620,19198,15377,36216,34201,20608,28174,36224,14586,19474-1,1,35933-20,1,30801,17305,8098,20964,11965,21014,7170,6056,17472,5237,28902,11892,13025,19188,17031,27497,5563,37747,18207,19104
1606905436526255646:20,1,18980,21336,37458,33719,38305,25406,10837,1776,30534,15449,32353,19028,34738,6426,6715,37656,29475,39552,26178,946-1,1,13362-20,1,27527,38087,14867,12638,22121,32415,8373,4980,35779,1962,3788,29956,2232,7826,23453,30156,9875,28339,23975,38904
1606905436526955699:20,1,22154,729,6155,3176,40029,371,6750,13153,21989,31170,17687,34415,19691,38155,20697,4731,716,13486,17631,18627-1,1,39355-20,1,24075,20302,39442,27724,385,36298,26860,10097,3232,12848,5495,28800,18535,40243,3510,18393,34708,28880,20078,7784
1606905436527416301:20,1,40123,28705,29270,34677,25401,16659,32774,26650,40053,27406,11687,10137,1419,10672,32383,36079,6041,18334,4385,39856-1,1,2013-20,1,13563,16124,13043,33665,2966,1278,13109,20767,7947,28160,8234,33379,30363,3151,14824,6511,18236,16804,22853,26048
1606905437528147420:20,1,18762,24134,39106,7889,31615,37077,32615,32509,30689,9538,37839,29262,7017,25178,37583,28929,29942,25898,15490,39683-1,1,39435-20,1,9452,6624,35234,3931,19322,16409,3953,21794,36388,17327,26217,27719,1834,28068,23748,2269,20751,33519,25265,25038
1606905437528908924:20,1,15083,6510,20075,10149,24777,20605,19572,3732,39093,5191,16851,33441,24718,9192,28082,23982,14011,13980,36668,13456-1,1,4854-20,1,17458,21031,36066,30537,14965,21898,26804,7992,29129,5358,4151,4174,37101,40191,35689,25288,34419,15736,22375,9848
1606905437529434152:20,1,22030,8156,6982,3602,20190,19140,25027,22530,1554,23459,22948,22498,26445,34590,24639,265,16488,31070,16145,17372-1,1,3219-20,1,28208,39681,12182,17910,9521,11854,33865,9265,34291,32619,51,34455,24229,2801,5300,2613,16983,29180,22058,1786
1606905437529939027:20,1,8871,21705,27800,10083,22696,21765,33968,21749,20613,18273,4377,36196,22420,3326,25692,5270,20635,1704,10342,4698-1,1,32890-20,1,3997,31944,11241,30662,4779,8865,24675,7629,20271,25138,1894,12170,17008,8063,3730,40193,14616,36139,24575,39166
1606905438530661114:20,1,25636,18618,29010,27016,6246,25511,27201,25094,23733,2666,1370,30983,12841,35049,10268,4673,13821,24729,21752,8150-1,1,1291-20,1,39467,6289,7947,38934,23,37984,4982,17521,10505,28708,28568,17912,1294,18496,34466,38573,4759,29877,10225,27157
1606905438531279850:20,1,13130,9455,17314,27317,28224,3209,24085,9691,34119,28826,22922,13770,31472,31978,13240,40233,7486,19507,12324,37402-1,1,12573-20,1,39574,7135,5598,30534,36625,15965,29776,36650,36085,3882,10132,6476,31400,39455,29163,5390,10552,22089,22386,30315
1606905438532054073:20,1,5694,34320,29191,32164,28733,14622,21570,6269,7024,351,7522,13636,32908,10589,19765,8101,5913,34175,20938,7409-1,1,10438-20,1,6223,14237,7373,31841,6065,10290,18620,31586,12251,24907,3651,14560,37286,26040,19620,36305,19755,33506,11298,36077
1606905438532779532:20,1,10480,21436,5339,34795,3472,32496,25493,24317,14352,2830,33852,13228,30961,16755,13132,20999,33601,17821,7845,6598-1,1,4000-20,1,2754,11068,13266,17810,20311,38788,17144,36962,31630,15589,16550,8032,20087,20948,17323,13522,15842,35149,23526,32180
1606905438533296048:20,1,22973,12721,34311,26143,10564,26273,30353,29601,9953,4616,8922,6437,4048,5906,40288,37053,34716,23002,10504,19773-1,1,38861-20,1,21436,27512,19697,30400,36765,1514,17150,25416,26091,37181,18121,12541,15985,24535,15443,32282,23079,30291,8125,32582
1606905439533890320:20,1,27883,36262,19139,9587,12019,7867,25682,25029,16000,39212,3185,9729,9269,18319,16429,28930,14918,32018,28818,6011-1,1,32866-20,1,19441,1608,32230,37982,33347,3771,8254,20242,7037,30950,31181,76,21906,19248,7115,27957,31181,23149,37081,17415
1606905439534906003:20,1,29837,12948,34803,30407,9852,21433,4423,36349,36750,21263,23939,17736,19385,37294,30481,27021,37806,27052,13351,39263-1,1,1413-20,1,31917,1794,17713,16354,17854,38600,30130,38612,16579,4963,33410,19412,11523,5027,12705,5378,19823,17545,40179,11002
1606905439535506247:20,1,13183,17880,30779,33194,24176,5175,14070,1455,10396,38971,212,33250,9798,38837,31406,2300,5541,37158,39980,4800-1,1,37182-20,1,18886,1123,7797,20944,32394,8047,28780,12278,15261,27868,30494,16392,32368,16770,5160,1299,34131,4142,24482,8083
1606905439536394650:20,1,30967,30394,21038,6893,26133,19381,34940,9426,13535,34151,7673,36502,4079,200,24184,22923,20270,18882,12768,9842-1,1,33056-20,1,27933,28947,5204,1303,24866,17655,27156,327,37733,19483,877,33650,18657,22450,12993,18749,28386,7797,39416,36977
1606905440537184220:20,1,37223,20689,13246,33987,22308,35399,15130,24185,19570,14882,7426,30450,19461,9978,20312,38353,37427,1417,23226,17045-1,1,16336-20,1,891,27227,15051,7706,1099,14984,26635,39549,7152,13840,11701,29008,37083,7728,15707,37508,10271,13426,37879,19836
1606905440537972753:20,1,29208,38682,9408,9899,35362,35427,36634,13546,20596,39591,3683,25102,31778,14785,20717,35459,22028,37209,6988,26642-1,1,20806-20,1,244,15782,8461,16711,32174,17352,38565,17484,8629,36219,12272,30592,15761,10935,4512,287,38625,36630,29723,34578
1606905440538698884:20,1,2539,12251,21428,14061,25716,24194,33840,38920,28732,276,29062,23430,31986,15765,25227,5254,13910,39322,37766,24491-1,1,13511-20,1,6238,13030,20246,3873,33895,32528,18055,33842,2411,7842,17396,9,14541,25506,13175,21292,27465,13762,35917,2159
1606905440539247499:20,1,24389,32410,14556,4437,26900,34000,24220,7037,22343,7323,15870,6975,37202,23259,31117,38193,33635,270,15597,34220-1,1,33069-20,1,10504,37425,25701,10343,18240,22732,24962,26232,29259,17220,3031,33203,2235,10713,12576,25767,23937,33160,31668,23209
1606905440539846032:20,1,35049,31342,39547,1149,13394,34920,6768,7121,33959,37950,23275,12697,39972,893,17083,11131,10838,23200,36007,21989-1,1,33869-20,1,25991,34952,12726,23656,25394,37653,30392,5933,10889,32874,1981,2257,32284,21046,36793,18437,29276,28615,20407,29803
1606905441540393427:20,1,39202,1413,32053,14491,21264,8951,15984,18908,17258,2558,33420,2912,31623,37570,5070,18300,5740,23474,17009,10680-1,1,7062-20,1,31031,1829,27402,29194,11186,39656,34047,20811,4693,39319,28191,34871,17760,37163,1880,13670,25338,25263,23868,23062
1606905441541064874:20,1,9208,14603,37094,21743,12761,6238,3056,28253,31493,12517,34159,37938,39605,21729,1553,36195,4746,35509,16493,23409-1,1,29285-20,1,8869,33498,17838,19631,24561,1339,22129,38036,15463,21276,31271,13190,13839,27169,29595,10339,24587,11184,4131,103
1606905441541746442:20,1,11132,40284,30450,34959,39638,17211,8812,33141,23804,40145,2592,38173,13811,32785,2139,34700,33323,17908,10077,13755-1,1,39570-20,1,13770,38894,32217,10260,38215,15294,4862,247,30457,39887,14839,39525,34787,14726,27956,6828,17531,25025,36186,35228
1606905441542430105:20,1,6996,19202,23961,626,3371,33175,26206,19908,12402,11773,39106,5077,29440,2533,14709,36629,29430,11737,28537,26358-1,1,23174-20,1,34151,18941,40154,7064,192,122,27727,38779,21815,8862,13675,39002,15456,9868,31982,20246,39623,11102,21231,32654
1606905441542829002:20,1,21526,25393,39055,32035,31259,17498,22936,30649,13211,11904,27665,21187,18884,29258,28543,11060,34206,26945,19603,23036-1,1,3871-20,1,15157,11172,657,37413,7733,35928,32059,5949,37947,33904,23588,29077,6723,38619,22608,6396,2886,11322,27005,8760
1606905442543478344:20,1,18583,8814,5860,1708,13992,18180,17673,24431,9879,14255,13629,21178,30829,24266,15398,12399,33462,1111,29852,28756-1,1,26795-20,1,31678,11740,19353,27867,8338,22399,7409,36520,18956,19617,2275,18220,13155,31199,10020,18388,13006,35707,28174,10389
1606905442544212344:20,1,33722,37098,28090,20591,8135,1849,5392,7611,34119,22783,14585,19724,12175,1837,38076,32059,3983,12819,9662,36506-1,1,38743-20,1,1420,34920,6048,26469,37051,8075,37583,540,9860,33159,3966,16285,5376,11688,12886,14264,6568,37900,30269,23043
1606905442544646333:20,1,18398,32599,24794,27421,15345,21411,12167,28497,1920,27672,30527,29158,39709,6761,39295,13503,11213,14956,11533,21287-1,1,1976-20,1,18996,6241,3251,17234,20071,31703,3749,1477,27189,31743,8650,24937,22843,27370,34103,6357,31697,16518,39077,11355
1606905442545514118:20,1,31700,15853,31870,3842,32470,3527,28348,36771,33391,29461,20539,38637,5133,1293,7734,27454,32592,15881,11315,24076-1,1,13591-20,1,5864,40135,18077,17831,7369,21524,6630,36683,33485,9757,29046,32651,16100,27167,10951,14872,32727,5354,29873,1266
1606905442546170106:20,1,502,34716,37312,1624,3040,35056,22652,35505,24214,911,24479,6335,28598,32814,37161,9081,37452,35462,12809,17390-1,1,36667-20,1,28975,8421,8684,20263,27118,36790,25721,3336,37952,1144,30133,12978,6730,960,13966,5385,38073,27140,2096,1918
1606905443546907230:20,1,33824,7924,28193,16972,10982,10891,19146,22834,14846,21492,14375,28905,23479,31368,3100,15886,37291,31005,5570,4958-1,1,29152-20,1,9858,25420,31467,2342,37251,39088,22939,3932,7885,1613,33306,37730,8236,1421,32971,11668,3352,30790,24440,5600
1606905443547509918:20,1,1590,24441,11683,19227,31168,36956,6315,5610,35934,10965,21535,7057,23944,15142,20485,39424,1745,34829,34125,9365-1,1,33326-20,1,32442,26258,20202,4188,9278,26427,17057,11280,23777,17482,40077,36768,24060,32534,14714,29601,1255,29487,28066,13961
1606905443548236149:20,1,2141,29831,3382,35095,34132,22944,8192,20842,28124,25051,15087,9033,38611,29909,22403,6798,38174,13704,20138,24474-1,1,34716-20,1,29951,6007,35748,5179,38454,22002,812,20089,17352,25849,17711,5480,11205,35280,11345,15981,19294,1399,37501,22986
1606905443548849312:20,1,34913,16056,32813,33695,36140,15002,11110,2885,38593,11595,19704,12874,27079,26332,17636,15113,26276,15537,24312,4042-1,1,38296-20,1,38673,40076,23738,3737,37107,21315,16123,17676,18164,34259,27036,13749,15924,38666,16924,4962,34601,34156,9583,6456
1606905444549616472:20,1,31530,16815,34360,29734,24739,10004,23860,36,38493,5043,33491,20794,12053,28552,13489,23587,5779,4008,33679,26903-1,1,37829-20,1,32807,6312,10436,11566,16273,11386,12892,19724,12494,22331,22027,35311,19763,28661,34159,11410,31222,36107,4812,9459
1606905444550442523:20,1,29018,4592,29158,30687,13193,38116,30877,38927,37563,6117,26316,15443,5154,1019,12404,9090,27572,33242,6306,444-1,1,15011-20,1,28078,32032,17875,13328,12734,726,38117,38621,31086,21360,33298,39625,33679,33485,3660,17169,37892,36927,31694,8327
1606905444551096511:20,1,38623,26021,37450,28044,35216,17816,26124,7631,20008,28277,1205,6196,19749,31293,11557,25020,38576,6125,25486,34676-1,1,4856-20,1,37130,35382,28870,6957,38782,24998,30642,32190,27930,35074,31955,12563,21703,3174,38389,28585,13634,30809,28916,16299
1606905444551930898:20,1,14163,39584,14014,36889,3832,17915,34067,20068,15867,34291,16806,24588,18307,12030,29545,39869,16055,11172,27120,22039-1,1,38959-20,1,17279,33856,34477,12029,35503,17315,9182,1874,17828,1004,3798,22357,16711,6650,18541,17420,18994,20654,33692,16109
